product_id,product_name,brands,energy,saturated_fats,sugars,eco_score_num,nutri_score_num,nova_score_num,product_additive_count
2360,Cereales Corn Flake sin gluten - Carrefour Classic,"Carrefour Classic, Carrefour",378.00,0.20,0.50,4.00,2.00,4.00,2.00
2361,Tortitas de arroz integral con chocolate negro 0%,Bicentury,426.00,11.00,1.40,,4.00,4.00,4.00
2362,Bebida de almendra calcio 0% azúcares añadidos,Carrefour Bio,24.00,0.20,0.20,2.00,2.00,4.00,3.00
2363,Panettone Tradicional - Carrefour,Carrefour,356.00,7.30,31.00,3.00,4.00,4.00,1.00
2364,palitos de maiz con mijo ecologico - Naschmonster,Naschmonster,383.00,0.30,1.50,2.00,1.00,3.00,
2365,Bífidus Natural Edulcorado Cremoso,Hacendado,45.00,0.20,5.60,,,4.00,1.00
2366,Panecillos tostados con semillas y cereales - Carrefour,Carrefour,425.00,1.20,4.30,2.00,3.00,3.00,
2367,Chocolate negro Bio fino almendras - Suchard,Suchard,562.00,20.00,35.00,4.00,5.00,4.00,2.00
2368,vinagre de jerez hacendado,Hacendado,37.00,0.00,0.00,2.00,,4.00,2.00
2369,Ls. Dulce de leche clásico - La Serenisima,La Serenisima,320.00,5.00,,2.00,,3.00,1.00
2370,Maracuyá - Hacendado,"Hacendado, Schreiber",145.00,5.70,14.10,2.00,3.00,4.00,6.00
2371,Banderillas dulces - Hacendado,Hacendado,48.00,0.70,1.00,,3.00,4.00,4.00
2372,RevoluGreen - Revolu Green!,Revolu Green!,196.00,2.40,2.60,3.00,1.00,3.00,
2373,turron jungly - Nestlé,Nestlé,540.00,15.90,50.10,4.00,5.00,4.00,3.00
2374,Pechuga de pavo bajo en sal finas lonchas,Dia,87.00,0.50,1.50,5.00,2.00,4.00,6.00
2375,Margarina - Tulipan,Tulipan,678.00,28.00,0.50,3.00,4.00,2.00,
2376,Yayitas,Fontaneda,481.00,9.90,25.00,,,4.00,3.00
2377,Cookies,Sondey,458.00,13.80,1.30,3.00,4.00,4.00,3.00
2378,Lucky Charms,general mills,140.00,0.00,12.00,4.00,2.00,4.00,8.00
2379,Powdered peanut butter - PB2,PB2,461.00,0.00,15.38,3.00,3.00,3.00,
2380,Holliday - fini,Fini,332.00,0.00,52.00,3.00,4.00,4.00,3.00
2381,Limonada light - Solevita,Solevita,1.00,0.00,0.20,,3.00,4.00,1.00
2382,Confitura de fresa - Bonne Maman,Bonne Maman,241.00,0.00,59.00,2.00,4.00,3.00,
2383,PARA LLEVAR GALLETAS DE MANTEQUILLA TABLETA Chocolate - Carrefour,Carrefour,511.00,14.00,36.00,4.00,5.00,4.00,6.00
2384,Babá al Ron - Carrefour,Carrefour,186.00,2.20,25.00,2.00,3.00,4.00,2.00
2385,Kit Fajitas - Carrefour,Carrefour,326.00,0.90,3.20,1.00,1.00,4.00,9.00
2386,Fajita Salsa - Carrefour,Carrefour,42.00,0.00,4.50,,3.00,4.00,2.00
2387,Espirales a la Carbonara - Carrefour,Carrefour,171.00,3.70,2.40,,3.00,4.00,2.00
2388,Infusión sabor melocotón grosella negra - Carrefour,Carrefour,4.00,0.00,0.00,5.00,2.00,4.00,
2389,Krounchy chocolat avoine sans gluten,Grillon D'or,456.00,4.00,22.00,4.00,3.00,3.00,
2390,Nueces de macadamia Fritas y saladas - Carrefour,Carrefour,747.00,11.00,5.00,5.00,3.00,3.00,
2391,Fresa - Carrefour Sélection,"Carrefour Sélection, CMI (Carrefour Marchandises Internationales), Groupe Carrefour, Carrefour",39.00,0.00,9.00,5.00,5.00,3.00,2.00
2392,Aceite refinado de semillas - Simpl,"Simpl, Carrefour",828.00,9.20,0.00,3.00,4.00,2.00,
2393,Pan de leche - Simpl,"Simpl, Carrefour",345.00,5.00,12.00,2.00,4.00,4.00,3.00
2394,FRUIT &Cie MANZANA - Carrefour kids,"Carrefour kids, Carrefour",56.00,0.00,11.00,1.00,1.00,1.00,1.00
2395,Multifrutas - Carrefour,Carrefour,47.00,0.00,11.00,5.00,5.00,1.00,
2396,Ratatouille - Simpl,"Simpl, Produits blancs, Carrefour",35.00,0.20,3.60,2.00,1.00,4.00,2.00
2397,Flan postre sabor vainilla - Carrefour,Carrefour,69.00,0.70,9.80,,,4.00,2.00
2398,Flan de huevo - Carrefour,Carrefour,112.00,0.80,14.00,2.00,,4.00,1.00
2399,Couscous grano medio - Carrefour Discount,"Carrefour Discount, Carrefour",354.00,0.40,2.30,1.00,1.00,1.00,
2400,Burguer meat de vacuno* - Carrefour,"Carrefour, Carrefour Premier Prix",254.00,8.10,0.90,5.00,4.00,4.00,
2401,Sin azúcares añadidos* *Contiene azúcares naturalmente presentes - Carrefour,Carrefour,65.00,0.20,13.00,2.00,1.00,1.00,1.00
2402,SOJA Sabor Vainilla - Carrefour,Carrefour,84.00,0.30,10.00,2.00,2.00,4.00,2.00
2403,Blanco chocolate para postres - Carrefour,Carrefour,555.00,20.00,57.00,4.00,5.00,4.00,1.00
2404,Huevas de Lumpo - Carrefour,Carrefour,66.00,0.70,0.00,,3.00,4.00,5.00
2405,Mega-roulette - Haribo,Haribo,343.00,0.10,46.00,1.00,4.00,4.00,4.00
2406,Ristorante - Pizza Prosciutto - Dr. Oetker,Dr. Oetker,228.00,2.90,2.80,,3.00,4.00,8.00
2407,Crema de cacahuetes - Rapunzel,Rapunzel,630.00,9.80,5.40,2.00,2.00,1.00,
2408,Cottage cheese,Exquisa,97.00,2.80,1.50,,2.00,4.00,1.00
2409,Mini Croissant,Chipicao,412.00,9.90,18.10,4.00,4.00,4.00,7.00
2410,Oreo Strawberry Cheesecake,Oreo,479.00,7.00,37.00,3.00,5.00,4.00,
2411,Cereal bar - Schär,Schär,406.00,6.00,24.00,,4.00,4.00,2.00
2412,Muffins choco - Schär,Schär,448.00,5.00,25.00,4.00,4.00,4.00,4.00
2413,Cargando… - Kinder,Kinder,564.00,22.60,53.30,4.00,5.00,4.00,1.00
2414,Queso vegetal - MozzaRisella,"MozzaRisella, Frescolat",185.00,13.60,0.30,,4.00,4.00,3.00
2415,Spaghetti sin gluten - Felicia,Felicia,355.00,0.70,0.50,,1.00,4.00,1.00
2416,Salsa brava - Orlando,Orlando,35.00,0.00,5.90,2.00,3.00,4.00,3.00
2417,Judías verdes planas - Ybarra,Ybarra,16.00,0.10,1.10,2.00,2.00,3.00,
2418,Gold cappuccino café soluble,Nescafé,54.00,0.90,7.10,5.00,,4.00,3.00
2419,Sabor natural con sal palomitas - Popitas,Popitas,439.00,7.00,0.50,2.00,4.00,3.00,
2420,Arroz con pollo - Hero Baby,Hero Baby,66.00,0.60,0.60,5.00,1.00,3.00,
2421,"Pavofrio, fiambre de pechuga de pavo",Campofrio,87.00,0.50,3.00,4.00,3.00,4.00,8.00
2422,"Vegalia, pizza vegetariana de verduras asadas y queso curado",Campofrío,274.00,4.91,3.70,,4.00,4.00,5.00
2423,Dibus Mini Cereales Angry Birds - Gullón,Gullón,456.00,1.50,18.00,2.00,3.00,4.00,4.00
2424,Vitalday tortitas de maíz con chocolate negro - Gullón,"Gullón, Vitalday",457.00,10.00,21.00,3.00,4.00,4.00,2.00
2425,Choco chips - Gullón,Gullón,489.00,5.00,28.00,3.00,4.00,4.00,6.00
2426,Mayonesa ajonesa - Chovi,Chovi,705.00,9.60,1.10,4.00,5.00,4.00,4.00
2427,Danacol Natural - Danone,"Danone, Danacol",40.00,0.10,4.10,5.00,1.00,4.00,2.00
2428,Yogur líquido sabor fresa - LA GRAN MARCA DANONE,LA GRAN MARCA DANONE,67.00,0.50,12.00,,5.00,4.00,1.00
2429,Zumo de Manzana,Juver,23.00,0.00,4.60,5.00,4.00,4.00,4.00
2430,Jamón cocido extra - Casa Tarradellas,Casa Tarradellas,101.00,0.90,0.90,5.00,3.00,4.00,4.00
2431,Monchitos Pegui Arroz Inflado 23GR,Pegui,474.00,2.10,0.50,,4.00,4.00,5.00
2432,Taquitos de jamón - Incarlopsa,Incarlopsa,234.00,3.50,0.50,,4.00,3.00,4.00
2433,tropicana,Tropicana,43.00,0.00,8.90,1.00,3.00,1.00,
2434,Leche desnatada - Carrefour,Carrefour,35.00,0.20,4.80,2.00,2.00,1.00,
2435,Bebida de soja calcio - Carrefour,Carrefour,43.00,0.30,3.00,2.00,1.00,4.00,1.00
2436,Sirope de chocolate - Hacendado,Hacendado,304.00,0.00,54.00,,5.00,4.00,2.00
2437,Mousse de queso nueces,Hacendado,234.00,15.00,3.40,4.00,4.00,4.00,2.00
2438,Longaniza,Hacendado,515.00,16.00,4.00,,5.00,4.00,3.00
2439,Ensaladilla Jardinera - Hacendado,Hacendado,65.00,0.00,2.70,2.00,1.00,1.00,
2440,Arroz con pollo asado - Hacendado,Hacendado,106.00,0.10,1.60,4.00,2.00,4.00,5.00
2441,Chickles regaliz y menta - Hacendado,Hacendado,170.00,0.10,0.50,,,4.00,13.00
2442,Pan tostado integral bajo en sal y azúcares - Hacendado,Hacendado,392.00,0.70,2.40,2.00,1.00,4.00,5.00
2443,Galletas sin sal y sin azúcares añadidos - Eroski,Eroski,408.00,1.50,2.80,3.00,1.00,4.00,6.00
2444,Gouda semi curado - Holland Corona,Holland Corona,383.00,22.00,0.00,4.00,3.00,4.00,1.00
2445,Erdnussbutter - Terrasana,"Terrasana, Terra Sana",584.00,10.00,3.10,3.00,2.00,1.00,
2446,Pfanner Orange Nektar,Pfanner,40.00,0.10,9.00,2.00,5.00,3.00,1.00
2447,Bebida láctea sabores L-casei 6 fresa/plátano y 6 piña/coco,Hacendado,65.00,1.10,10.10,4.00,5.00,4.00,3.00
2448,Halloumi Mit Chilli - Eridanous,Eridanous,319.00,16.00,1.50,4.00,4.00,3.00,
2449,Patatas lisas al punto de sal - Snack Day,Snack Day,557.00,3.70,0.80,2.00,3.00,3.00,
2450,Tablette de chocolat amande - Château,Château,574.00,16.80,39.80,4.00,5.00,4.00,2.00
2451,Fiambre magro sandwish - Hacendado,Hacendado,118.00,1.40,1.50,5.00,4.00,4.00,5.00
2452,Yoghurt griego natural sin azúcar - Yoplait,Yoplait,48.00,0.00,6.40,,1.00,4.00,2.00
2453,Chorizo pamplona extra - Hacendado,Hacendado,452.00,16.00,1.50,5.00,5.00,4.00,9.00
2454,Alimento Liquido Almendra Organico,Güd,22.00,0.10,2.30,3.00,2.00,1.00,2.00
2455,MORAS - HACENDADO,HACENDADO,352.00,0.00,71.00,2.00,4.00,4.00,8.00
2456,Salsa rosa,Calvé,472.00,7.50,7.70,,4.00,4.00,1.00
2457,Anacardo - ALESTO,"ALESTO, Carrefour",595.00,8.20,5.20,4.00,3.00,3.00,
2458,Leche Lala 100 cacao,Lala,72.00,0.60,9.70,4.00,2.00,3.00,
2459,Tortiglioni - Armando,Armando,354.00,0.30,3.20,2.00,1.00,1.00,
2460,Salchichas cocidas frankfurt - La Selva,La Selva,204.00,5.50,0.90,5.00,4.00,4.00,10.00
2461,Leche - central lechera asturiana,central lechera asturiana,45.00,1.00,4.70,3.00,2.00,1.00,
2462,Salchichas estilo viena con queso - Hacendado,Hacendado,256.00,8.80,0.50,,5.00,4.00,4.00
2463,Carpaccio de vacuno - Beef Chef,Beef Chef,108.00,1.00,0.80,4.00,3.00,4.00,8.00
2464,Coca-Cola energy,Coca-Cola,42.00,0.00,10.40,,5.00,4.00,4.00
2465,6 panes de leche,Mercadona,248.00,0.30,4.10,3.00,3.00,4.00,5.00
2466,Choco duo - Mister Choc,Mister Choc,558.00,6.80,55.80,,,4.00,1.00
2467,"Vitalday, arroz con chocolate negro y frambuesa - Gullón",Gullón,443.00,8.70,25.00,3.00,4.00,4.00,2.00
2468,Brochetas de pollo - Mercadona,Mercadona,154.00,3.70,0.50,5.00,1.00,1.00,
2469,Barre-repas Mûre-Chocolat - Feed,"Feed, Feed Light",344.00,5.50,9.90,2.00,,4.00,9.00
2470,Salchichón ibérico - Hacienda Iberico,Hacienda Iberico,492.00,17.40,1.50,,5.00,4.00,7.00
2471,Lasaña de carne - Monissa,"Monissa, Culinea, Lidl, Gedesco",147.00,1.50,2.70,3.00,2.00,4.00,1.00
2472,Queso fresco de vaca y cabra - Vega e Hijos,Vega e Hijos,241.00,13.00,2.65,2.00,4.00,3.00,
2473,Emperador Senzo - Gamesa,Gamesa,487.00,10.60,31.90,3.00,5.00,4.00,7.00
2474,Tónica - Freeway,Freeway,30.00,0.00,7.00,,5.00,3.00,1.00
2475,Diver xuxes - Hacendado,Hacendado,,3.90,4.40,,4.00,4.00,12.00
2476,Sabor Mango - Be light,Be light,0.00,0.00,0.00,,2.00,4.00,10.00
2477,Hot dog bocadillo pavo - Oscar Mayer,Oscar Mayer,233.00,6.70,1.30,2.00,4.00,4.00,7.00
2478,Ondulé - Schär,Schär,549.00,13.00,45.00,,5.00,4.00,5.00
2479,Conos bacon y queso - Snack Day,Snack Day,509.00,3.80,5.20,,5.00,4.00,5.00
2480,Salsa de ají picante - Nativo,Nativo,7.00,0.00,0.00,,3.00,4.00,4.00
2481,Espiral - Hacendado,Hacendado,121.00,1.60,22.00,2.00,3.00,4.00,8.00
2482,Pan Integral,Hacendado,231.00,0.80,3.90,2.00,1.00,4.00,6.00
2483,"Chopped cocido en lata, finas lonchas - hacendado",Hacendado,185.00,5.40,0.00,,4.00,4.00,1.00
2484,100% Chou-Fleur à déguster comme du riz - Bonduelle,Bonduelle,22.00,0.10,1.40,2.00,1.00,1.00,
2485,Gluten Free - Galletas de avena y naranja - Gullón,Gullón,455.00,1.50,16.00,3.00,3.00,4.00,2.00
2486,Queso fundido burger - Milbona,Milbona,232.00,10.50,6.00,4.00,4.00,4.00,3.00
2487,Refresco Pepsi,Pepsi,31.00,0.00,7.50,,5.00,4.00,1.00
2488,Seitán,Carrefour Bio,287.00,2.20,0.10,2.00,3.00,4.00,
2489,Gelatina proteica plus frutos rojos 00% - Carrefour,Carrefour,30.00,0.00,1.30,,1.00,4.00,4.00
2490,Chorizo de pavo - Hacendado,Hacendado,252.00,4.20,3.30,5.00,4.00,4.00,4.00
2491,Minitostas con sal para dipear - Snack Day,Snack Day,451.00,2.00,7.00,2.00,4.00,3.00,
2492,Salsa guacamole - Snack Day,Snack Day,,12.00,25.00,3.00,5.00,4.00,6.00
2493,Yogur líquido de Fresa - Carrefour Bio,"Carrefour Bio, Carrefour",67.00,1.10,9.60,3.00,5.00,4.00,
2494,Queso rayado 4 quesos,Hacendado,352.00,19.00,0.00,4.00,4.00,4.00,2.00
2495,Tonno - Buitoni,"Buitoni, Bella napoli",212.00,2.70,3.30,2.00,2.00,3.00,
2496,Bebida de Soja sin azúcares añadidos - Carrefour Bio,"Carrefour Bio, Carrefour, BIO",39.00,0.30,0.80,2.00,1.00,1.00,
2497,Pechuga cocida,Hacendado,82.00,0.40,1.80,4.00,3.00,4.00,6.00
2498,Quesitos sin lactosa - Hacendado,Hacendado,165.00,8.00,0.01,4.00,3.00,4.00,2.00
2499,100% ZUMO Pomelo - Carrefour,"Carrefour, CMI (Carrefour Marchandises Internationales), Groupe Carrefour",36.00,0.00,8.50,5.00,3.00,1.00,
2500,Hamburguesa vacuno,Dia,174.00,4.80,0.10,5.00,3.00,4.00,2.00
2501,Roti de pollo,Mercadona,144.00,3.10,0.70,4.00,4.00,4.00,2.00
2502,Vemondo Vegan Salad Cream,Lidl,398.00,2.90,2.40,,3.00,4.00,2.00
2503,Negro - Carrefour,Carrefour,569.00,24.00,32.00,3.00,5.00,4.00,2.00
2504,Negro - Carrefour Bio,"Carrefour Bio, Carrefour",574.00,25.00,30.00,3.00,4.00,4.00,2.00
2505,Longaniza de pavo - Hacendado,Hacendado,315.00,6.80,2.70,5.00,5.00,4.00,3.00
2506,Chocolate negro 72% con trozos de naranja - Hacendado,Hacendado,522.00,20.00,35.00,3.00,4.00,4.00,7.00
2507,Caprichos Santiago,Jean Marc Chatelain,48.00,0.10,7.90,5.00,3.00,1.00,
2508,Bon Gelati Eiscreme mit Schlagsahne - Gelatelli,"Gelatelli, Bon Gelati",247.00,8.90,23.30,1.00,4.00,4.00,3.00
2509,Verdes con hueso - Baresa,Baresa,181.00,4.00,0.00,1.00,4.00,3.00,2.00
2510,Crunchy muesli -choco&nuts- - Crownfield,Crownfield,452.00,6.80,17.20,2.00,3.00,4.00,2.00
2511,Choco Rings - Crownfield,Crownfield,379.00,1.30,23.50,4.00,3.00,4.00,
2512,Orangettes - Carrefour,Carrefour,414.00,10.00,46.00,,5.00,4.00,2.00
2513,30 Mini hojaldres aperitivos - Carrefour,Carrefour,285.00,9.30,3.00,,3.00,4.00,7.00
2514,3 min Tiburón - Carrefour,Carrefour,363.00,0.20,3.00,2.00,1.00,1.00,
2515,GALLETAS DE MANTEQUILLA TABLETA Chocolate blanco - Carrefour,Carrefour,497.00,15.00,41.00,3.00,5.00,4.00,6.00
2516,Postre vegetal de soja plaisir chocolate sin lactosa - Sojasun,Sojasun,107.00,1.00,13.30,2.00,2.00,4.00,2.00
2517,Roquefort - Carrefour,Carrefour,368.00,24.00,0.00,4.00,5.00,3.00,
2518,Especial horno Finas - Carrefour,Carrefour,161.00,0.60,0.50,2.00,2.00,4.00,3.00
2519,"Salteado a la Vasca Tomates, pimientos, cebollas y aceitunas verdes. - Carrefour",Carrefour,73.00,0.90,3.50,2.00,2.00,3.00,2.00
2520,Petit beurre pocket - Carrefour,Carrefour,460.00,9.40,22.00,2.00,5.00,4.00,3.00
2521,Sin azúcares añadidos* *Contiene azúcares naturalmente presentes - Carrefour Kids,"Carrefour Kids, Carrefour",47.00,0.00,9.80,2.00,1.00,1.00,1.00
2522,Sabor de almendras Sobre una base de chocolate - CARREFOUR SÉLECTION,CARREFOUR SÉLECTION,559.00,23.00,45.00,3.00,5.00,4.00,1.00
2523,Orbit fresa - Wrigley's,Wrigley's,172.00,0.00,0.00,,,4.00,6.00
2524,Veggie bio seitan haché - Delhaize,"Delhaize, Delhaize Veggie, Delhaize Bio",137.00,0.30,0.80,2.00,1.00,4.00,
2525,Tea forest fruit - Lipton,Lipton,4.00,0.00,0.20,1.00,3.00,4.00,
2526,Petits pains suédois dorés,KRISPROLLS,430.00,1.30,10.00,2.00,3.00,3.00,
2527,Kinder Choccolato,Kinder,566.00,22.60,53.30,4.00,5.00,4.00,1.00
2528,Marmellata Arance amare - Rigoni di asiago,Rigoni di asiago,195.00,0.00,45.00,2.00,3.00,4.00,1.00
2529,Atun en aceite de girasol - Isabel,Isabel,198.00,1.50,0.00,5.00,3.00,3.00,
2530,Vasito de Quinoa Integral - Brillante,Brillante,156.00,0.40,0.30,,1.00,4.00,2.00
2531,Al Punto de sal - Lay's,Lay's,522.00,4.30,0.60,2.00,4.00,3.00,
2532,Vitalinea - Danone,Danone,38.00,0.00,5.20,2.00,1.00,4.00,2.00
2533,Fruits bubble gum - Fini,Fini,332.00,0.00,74.00,3.00,,4.00,6.00
2534,Almendras tostadas - Frit Ravich,Frit Ravich,569.00,4.20,2.60,4.00,2.00,1.00,
2535,CookiSanas Galletas Manzana - Santiveri,"Santiveri, CookiSanas",391.00,1.20,3.30,2.00,1.00,4.00,9.00
2536,Flash ice pops,Siglitos,150.00,0.50,12.00,,2.00,4.00,7.00
2537,Batido de chocolate 90% leche - Hacendado,Hacendado,81.00,1.60,12.00,4.00,5.00,4.00,5.00
2538,Mini barritas chocolate negro con semillas y galleta - Hacendado,Hacendado,560.00,21.00,21.00,4.00,5.00,4.00,4.00
2539,Leche Fermentada Con Fresa Para Beber,Hacendado,65.00,1.10,10.20,5.00,5.00,4.00,3.00
2540,Bebida de arroz y coco - Hacendado,Hacendado,67.00,1.70,7.80,2.00,2.00,4.00,3.00
2541,Granizado horchata - Hacendado,Hacendado,99.00,1.10,14.00,,3.00,4.00,2.00
2542,Chic Kles XXL - Hacendado,Hacendado,181.00,1.30,0.00,,,4.00,20.00
2543,Ketchup light - Dia,Dia,50.00,0.00,9.20,2.00,3.00,4.00,2.00
2544,Original drinking chocolate - Cadbury,Cadbury,404.00,3.40,73.00,5.00,,4.00,1.00
2545,Quiche york bacon - Hacendado,Hacendado,280.00,7.80,6.10,4.00,4.00,4.00,5.00
2546,Triturado de Verduras verdes - Carrefour,"Carrefour, Interdis",35.00,0.70,1.40,1.00,2.00,4.00,
2547,Jambon cuit braisé,Realvalle,88.00,0.50,1.20,5.00,4.00,4.00,6.00
2548,WHEY Protein Vanille - Decathlon,Decathlon,388.00,3.50,5.60,,3.00,4.00,4.00
2549,Cuida-t+ jamón cocido extrajugoso - Campofrío,Campofrío,97.00,0.70,1.70,5.00,2.00,4.00,6.00
2550,María ORO,Cuétara,482.00,4.20,21.00,3.00,4.00,4.00,3.00
2551,Gelatina - Milbona MARCA DE LIDL,Milbona MARCA DE LIDL,76.00,0.00,17.90,2.00,,4.00,6.00
2552,Panecillos para perritos - Dia,Dia,287.00,0.90,7.80,2.00,3.00,4.00,6.00
2553,Queso de lonchas tierno,Entrepinares,362.00,22.00,0.50,4.00,4.00,3.00,
2554,Bio Avoine,"Nestlé, Fitness",385.00,0.60,11.80,3.00,1.00,4.00,1.00
2555,Funciona max Caribe,Don Simon,28.00,0.00,6.20,5.00,4.00,4.00,2.00
2556,Caramelo sabor fresa-menta - Hustinetten,Hustinetten,235.00,0.00,0.50,3.00,2.00,4.00,4.00
2557,Sirop de cassis - Bio Village,"Bio Village, Marque Repère",336.00,0.10,83.00,2.00,,4.00,1.00
2558,Macacos,Dulcesol,349.00,4.10,34.00,4.00,4.00,4.00,15.00
2559,Pasas sultanas sin pepitas - Dia,Dia,314.00,0.10,57.60,2.00,4.00,3.00,
2560,Ligeresa Original,Ligeresa,277.00,4.40,2.40,4.00,4.00,4.00,3.00
2561,Magnum Mini,Magnum,281.00,11.00,24.00,2.00,4.00,4.00,9.00
2562,Salchichón de pavo,Elpozo,334.00,6.50,3.00,,5.00,4.00,6.00
2563,Pan hot dog,Carrefour,285.00,0.80,4.40,2.00,1.00,4.00,6.00
2564,Premium Apfelsaft Naturtrüb - Kaufland,Kaufland,45.00,0.10,10.00,3.00,5.00,1.00,1.00
2565,Fideos orientales sabor pollo - Hacendado,Hacendado,235.00,5.30,4.00,3.00,4.00,4.00,9.00
2566,Zumo Natural UVA & FRUTOS ROJOS - Carrefour Sélection,"Carrefour Sélection, Carrefour",58.00,0.00,14.00,5.00,4.00,1.00,
2567,Aceite puro de canola - Canoil,Canoil,900.00,7.14,0.00,3.00,3.00,2.00,1.00
2568,Beerentraum panna cotta -,,336.00,0.10,56.00,2.00,4.00,4.00,4.00
2569,Yogur griego fresa - SUPERMERCADO. LIDL. MARCA MILBONA,SUPERMERCADO. LIDL. MARCA MILBONA,128.00,4.10,14.00,,3.00,4.00,3.00
2570,Mini Party - Gastone Lago,Gastone Lago,462.00,21.50,0.50,3.00,4.00,4.00,2.00
2571,"Burgers Soja, trigo, guisantes - Carrefour","Carrefour, Carrefour Veggie",235.00,1.10,1.20,2.00,1.00,4.00,1.00
2572,Almendras naturales de España - Carrefour,Carrefour,616.00,5.30,2.60,4.00,1.00,1.00,
2573,Vital Keks - Bohsener Mühle,Bohsener Mühle,483.00,7.90,16.50,4.00,4.00,3.00,
2574,Choco krispies,Kellogg's,382.00,0.90,17.00,4.00,2.00,4.00,
2575,Compota de manzana - Aranca,Aranca,65.00,0.20,13.00,1.00,2.00,3.00,2.00
2576,COOKIES Pepitas de chocolate y Quinoa - Carrefour Bio,"Carrefour Bio, Carrefour, Carrefour Market",476.00,13.00,31.00,2.00,4.00,3.00,1.00
2577,Queso rallado reggianito - La Serenisima,La Serenisima,390.00,15.00,0.00,4.00,5.00,4.00,4.00
2578,Ensalada Cesar Light - Edulis,Edulis,163.00,2.60,1.80,2.00,3.00,4.00,16.00
2579,Bebida de arroz origen natural,Dia,53.00,0.10,3.70,3.00,2.00,3.00,
2580,Tortillas De Trigo Y Maíz,Carrefour,313.00,1.30,2.90,,3.00,4.00,8.00
2581,Hamburguesa angus - Hacendado,Hacendado,206.00,6.70,0.50,,4.00,4.00,4.00
2582,Tiras de maíz sabor barbacoa - Snack Day,Snack Day,536.00,3.80,0.80,3.00,4.00,4.00,3.00
2583,Barrita Avena Con Plátano Y Miel,Carrefour,447.00,1.90,16.00,,1.00,4.00,5.00
2584,Yogurt sabor fresa morango - Hacendado,Hacendado,86.00,2.20,11.00,2.00,3.00,4.00,1.00
2585,Sour cream - Hacendado,Hacendado,291.00,3.90,5.70,,4.00,4.00,3.00
2586,Confiserie Firenze,Confiserie Firenze,438.00,10.40,31.80,,5.00,4.00,2.00
2587,Lorenz,Lorenz,500.00,4.00,2.30,2.00,4.00,4.00,
2588,Organic Almond Drink - Rude health,Rude health,56.00,0.30,4.70,2.00,2.00,3.00,
2589,soft bakes - Belvita,Belvita,382.00,1.10,22.00,3.00,3.00,4.00,1.00
2590,Cookie and choco,Milka,496.00,12.60,40.00,,5.00,4.00,4.00
2591,Trident,Trident,179.00,0.10,0.10,,,4.00,2.00
2592,Poker Nocciola - Elledi,"Elledi, Gastone Lago",517.00,23.80,37.80,3.00,5.00,4.00,2.00
2593,Tomte tritutado extra - Cidacos,Cidacos,26.00,0.00,4.00,2.00,2.00,3.00,1.00
2594,Gazpacho suave sin pepino - Alvalle,Alvalle,33.00,0.30,2.80,2.00,2.00,3.00,
2595,napolitanas - Dia,Dia,427.00,10.00,18.40,,5.00,4.00,2.00
2596,Ketchup - Carrefour,Carrefour,103.00,0.20,20.00,2.00,4.00,4.00,1.00
2597,Toons sabor fresa - Carrefour,Carrefour,392.00,2.00,32.00,4.00,4.00,4.00,6.00
2598,Leche sin lactosa desnatada - Carrefour,Carrefour,35.00,0.20,4.80,2.00,2.00,3.00,
2599,Ensalada césar - Carrefour,"Carrefour, Bon appetit",242.00,5.30,3.20,3.00,3.00,4.00,4.00
2600,Gnocchi tomato & mozzarella - Italiamo,Italiamo,148.00,1.30,2.40,2.00,2.00,4.00,7.00
2601,Protein snack mango and vanilla - Valio,Valio,59.00,0.10,3.40,,1.00,4.00,4.00
2602,"Bífidus de frutas exóticas con mango, papaya y soja sin gluten - Danone","Danone, Activia",101.00,2.00,13.10,2.00,2.00,4.00,
2603,SANDWICH NATA - Hacendado,Hacendado,276.00,6.50,23.00,3.00,4.00,4.00,9.00
2604,Sensational Bratwurst - Garden Gourmet,"Garden Gourmet, Nestlé",213.00,3.60,1.20,2.00,1.00,4.00,3.00
2605,Galletitas dulces con avena y cacao - Okebon,Okebon,456.00,2.20,19.00,4.00,3.00,4.00,10.00
2606,Leche semidesnatada - Hacendado,Hacendado,46.00,1.10,4.80,3.00,2.00,1.00,
2607,Gnocchi de patata - Carrefour Bio,"Carrefour Bio, Carrefour",170.00,0.40,0.50,2.00,2.00,3.00,1.00
2608,Hummus clásico,"Carrefour BIO, Carrefour",314.00,3.70,0.50,2.00,1.00,3.00,2.00
2609,Datiles con hueso des cados - HACENDADO,HACENDADO,295.00,0.10,63.00,3.00,3.00,1.00,
2610,NEGRO Azúcar de Flor de Coco - Carrefour Bio,"Carrefour Bio, Carrefour",567.00,25.00,22.00,3.00,4.00,3.00,
2611,Peaches halves in juice - Del Monte,Del Monte,51.00,0.00,11.00,1.00,3.00,1.00,1.00
2612,Falafel - 1001 delights,1001 delights,216.00,0.90,1.90,2.00,1.00,3.00,2.00
2613,Espinacas picadas A la crema - Carrefour,Carrefour,45.00,1.80,0.80,2.00,2.00,3.00,
2614,So Soja Blueberry! - Sojade,Sojade,78.00,0.30,9.60,1.00,2.00,4.00,
2615,Caramelos con aromas naturales de eucalipto y menta. - Carrefour,Carrefour,380.00,0.00,67.00,3.00,4.00,4.00,3.00
2616,Bizcocho - Simpl,"Simpl, Carrefour",375.00,1.40,29.00,3.00,4.00,4.00,6.00
2617,4 Lomos Salmón Atlántico - Carrefour,Carrefour,144.00,2.20,0.00,3.00,1.00,1.00,
