,Product Name,Brands,NOVA 4,Nutri-Score,Countries,Additives,Eco-Score,Energía,Grasas saturadas,Azúcares
4312,Barritas crujientes - GutBio - 75 g (3 x 25 g),GutBio,Alimentos procesados,D,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,2201 kj(526 kcal),"5,2 g",38 g
4313,Yogur - Milsani - 500 g,Milsani,Nivel de procesamiento de alimentos desconocido,C,"Francia, España","u, n, k, n, o, w, n",Eco-Score B,368 kj(88 kcal),"1,9 g",11 g
4314,Haribo Dragibus Soft - 200g,Haribo,Alimentos ultraprocesados,D,"Bélgica, Francia, España","E100 - Curcumina, E153 - Carbón vegetal, E160a - Alfa-caroteno, E160aii - Carotenos de plantas, E163 - Antocianinas, E296 - Ácido málico, E330 - Ácido cítrico, E350 - Malatos de sodio, E350ii - Malato ácido de sodio",Eco-Score C,1536 kj(367 kcal),"0,1 g",56 g
4315,100% zumo natural zumo multifrutas - Carrefour - 1.5 L,Carrefour,Alimentos no procesados o mínimamente procesados,UNKNOWN,"Francia, Italia, España","u, n, k, n, o, w, n",Eco-Score E,189 kj(45 kcal),0 g,"9,6 g"
4316,Cola Zero - Morrisons - 1 kg,Morrisons,Nivel de procesamiento de alimentos desconocido,B,"Francia, España","u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,201 kj(48 kcal),"0,05 g",4 g
4317,Encona West Indian Original Hot Pepper Sauce - 142ml,Encona,Alimentos ultraprocesados,C,"Francia, España, Reino Unido","E260 - Ácido acético, E415 - Goma xantana",El Eco-Score no pudo ser calculado,86 kj(21 kcal),"0,6 g","0,7 g"
4318,Gingerbread of Sibiu / Turta dulce de sibiu - Boromir - 400g,Boromir,Alimentos ultraprocesados,D,"Francia, España, Reino Unido","E1400 - Dextrina, E330 - Ácido cítrico, E420 - Sorbitol, E500 - Carbonatos de sodio, E500ii - Bicarbonato de sodio",Eco-Score B,1442 kj(341 kcal),"1,3 g",47 g
4319,Wholemeal crackers - Crich - 250 g,Crich,Alimentos ultraprocesados,C,"Francia, Italia, España","E500 - Carbonatos de sodio, E500ii - Bicarbonato de sodio",El Eco-Score no pudo ser calculado,1770 kj(423 kcal),"1,1 g",2 g
4320,Halls Sugar Free Mild Spearmint Candy - 2 x 32 g,Halls,Alimentos ultraprocesados,B,"Francia, España","E140 - E140 food additive, E300 - Ácido ascórbico, E950 - Acesulfamo K, E953 - Isomalt, E955 - Sucralosa",El Eco-Score no pudo ser calculado,987 kj(236 kcal),"0,1 g","0,1 g"
4321,Tortitas de maiz sin gluten - Bicentury - 130 g,Bicentury,Alimentos ultraprocesados,C,"Portugal, España","E322 - Lecitinas, E322i - Lecitina",Eco-Score C,1609 kj(380 kcal),"0,4 g","0,9 g"
4322,Ginger drink - Gold Kili,Gold Kili,Nivel de procesamiento de alimentos desconocido,UNKNOWN,"Francia, España","u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,1653 kj(395 kcal),0 g,97 g
4323,Crema de verduras - Dia - 500 ml,Dia,Alimentos ultraprocesados,A,España,E14XX - Almidón modificado,Eco-Score B,163 kj(39 kcal),"0,2 g","2,9 g"
4324,Queso Masdam - - 400 g,"u, n, k, n, o, w, n",Alimentos procesados,D,España,"u, n, k, n, o, w, n",Eco-Score D,1481 kj(354 kcal),19 g,0 g
4325,Dim sum gyoza de carne - Ta-Tung - 170 g,Ta-Tung,Nivel de procesamiento de alimentos desconocido,B,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,808 kj(193 kcal),"2,3 g","1,5 g"
4326,Tortitas de maíz biológicas sin gluten - Biocop - 120 g,Biocop,Alimentos procesados,B,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,1488 kj(350 kcal),"0,3 g","0,5 g"
4327,salsa Cocktail - Ybarra - 450 ml,Ybarra,Alimentos ultraprocesados,E,España,"E14XX - Almidón modificado, E202 - Sorbato potásico, E385 - Ácido etilendiaminotetraacético, E410 - Goma garrofín, E440 - Pectinas",El Eco-Score no pudo ser calculado,1791 kj(428 kcal),4 g,10 g
4328,Bizcochos NOEL - Bizcochos INO&ELI - 600 g,Bizcochos INO&ELI,Alimentos ultraprocesados,C,España,"E322 - Lecitinas, E322i - Lecitina, E503 - Carbonatos de amonio, E503ii - Bicarbonato de amonio",Eco-Score B,1848 kj(434 kcal),"4,9 g","25,1 g"
4329,Rellenos CHOCO - Cerides,Cerides,Nivel de procesamiento de alimentos desconocido,E,España,"u, n, k, n, o, w, n",Eco-Score D,1900 kj(454 kcal),"3,3 g",25 g
4330,Makrelenfilet im eigenen Saft - Tejero - 120g,Tejero,Nivel de procesamiento de alimentos desconocido,B,"Alemania, España","u, n, k, n, o, w, n",Eco-Score E,862 kj(206 kcal),"2,4 g","0,4 g"
4331,Pasta - Maruchan - 64 g,Maruchan,Alimentos ultraprocesados,D,"México, España","E322 - Lecitinas, E322i - Lecitina, E330 - Ácido cítrico, E621 - Glutamato monosódico, E627 - Guanilato disódico, E631 - Inosinato disódico",Eco-Score B,321 kj(76 kcal),"1,59 g","0,632 g"
4332,Almendras chocolate negro - Lacasa,Lacasa,Alimentos ultraprocesados,E,"Francia, España",E904 - Goma laca,Eco-Score D,2284 kj(546 kcal),16 g,47 g
4333,"Ocean 52, no plastic water - 33cl",Ocean 52,Alimentos no procesados o mínimamente procesados,UNKNOWN,"Francia, España","u, n, k, n, o, w, n",Eco-Score aún no aplicable,,,
4334,Zumo de melocotón sin azúcares añadidos - dia,Dia,Nivel de procesamiento de alimentos desconocido,UNKNOWN,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,75 kj(18 kcal),0 g,"3,1 g"
4335,Choco cups - GoldenBridge - 500 g,GoldenBridge,Alimentos ultraprocesados,C,España,E306 - Extracto rico en tocoferoles,Eco-Score C,1622 kj(383 kcal),"0,9 g",29 g
4336,Super smoothie energia - Innocent,Innocent,Nivel de procesamiento de alimentos desconocido,E,España,"u, n, k, n, o, w, n",Eco-Score D,221 kj(52 kcal),"0,1 g",10 g
4337,Kuyx Light - Piña - La Flor De Yebenes - 3 L,La Flor De Yebenes,Alimentos ultraprocesados,B,"Francia, España","E104 - Amarillo de quinoleína, E150d - Caramelo de sulfito amónico, E202 - Sorbato potásico, E211 - Benzoato sódico, E300 - Ácido ascórbico, E330 - Ácido cítrico, E331 - Citratos de sodio, E331iii - Citrato trisódico, E414 - Goma arábiga, E445 - Ésteres glicéridos de resina de madera, E950 - Acesulfamo K, E955 - Sucralosa",Eco-Score aún no aplicable,13 kj(3 kcal),"0,1 g",0 g
4338,Té sabor melocotón - Freeway,Freeway,Nivel de procesamiento de alimentos desconocido,UNKNOWN,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,75 kj(18 kcal),0 g,"4,5 g"
4339,Kombucha orange fantasy,"u, n, k, n, o, w, n",Nivel de procesamiento de alimentos desconocido,C,España,"u, n, k, n, o, w, n",Eco-Score C,67 kj(16 kcal),0 g,"2,5 g"
4340,Burgués de cerdo ibérico,"u, n, k, n, o, w, n",Nivel de procesamiento de alimentos desconocido,UNKNOWN,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,975 kj(233 kcal),6 g,1 g
4341,Zumo Fresa Platano - Carrefour - 75 cl,Carrefour,Alimentos no procesados o mínimamente procesados,UNKNOWN,España,"u, n, k, n, o, w, n",Eco-Score B,243 kj(58 kcal),-,14 g
4342,Dados de pechuga de pavo - serrano,Serrano,Nivel de procesamiento de alimentos desconocido,B,España,"u, n, k, n, o, w, n",Eco-Score D,326 kj(78 kcal),"0,2 g","0,9 g"
4343,Nescafé estilo Café de Olla,Nescafé,Nivel de procesamiento de alimentos desconocido,D,España,"u, n, k, n, o, w, n",Eco-Score E,?,0 g,?
4344,Cacaolat 0%,Cacaolat,Nivel de procesamiento de alimentos desconocido,UNKNOWN,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,222 kj(53 kcal),"1,5 g","4,6 g"
4345,Natillas Chocolate - Reina - 4 x 125 g,Reina,Nivel de procesamiento de alimentos desconocido,UNKNOWN,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,1602 kj(383 kcal),"1,5 g","4,9 g"
4346,Tofu Garam Masala - Lidl - 180 g,Lidl,Alimentos ultraprocesados,A,"Polonia, España","E509 - Cloruro de calcio, E511 - Cloruro de magnesio",Eco-Score B,540 kj(129 kcal),"0,9 g","0,6 g"
4347,Cholula Salsa Picante - 150 ml,Cholula,Alimentos procesados,C,"Francia, México, España, Estados Unidos","u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,74 kj(18 kcal),0 g,0 g
4348,Tomate frito - El Cultivador - 1.170 g (3 x 390 g),El Cultivador,Alimentos ultraprocesados,C,"Francia, España","E14XX - Almidón modificado, E330 - Ácido cítrico",Eco-Score B,326 kj(78 kcal),"1,9 g","6,4 g"
4349,Camembert - Cœur de Lion - 250 g,Cœur de Lion,Alimentos procesados,D,"Finlandia, Francia, Alemania, Portugal, España, Suiza","u, n, k, n, o, w, n",Eco-Score C,1134 kj(273 kcal),14 g,"0,1 g"
4350,Carb Killa High Protein Bar Chocolate Chip Cookie Dough - Grenade - 12,Grenade,Alimentos ultraprocesados,C,"Australia, Francia, Irlanda, España","E1200 - Polidextrosa, E322 - Lecitinas, E322i - Lecitina, E422 - Glicerol, E955 - Sucralosa, E965 - Maltitol, E967 - Xilitol",El Eco-Score no pudo ser calculado,1523 kj(364 kcal),"7,2 g","3,1 g"
4351,MARABOU DAIM,Marabou,Alimentos ultraprocesados,E,"Francia, España","u, n, k, n, o, w, n",Eco-Score E,2280 kj(545 kcal),18 g,59 g
4352,Crostons Naturals Recondo,Recondo,Nivel de procesamiento de alimentos desconocido,D,"Francia, España","u, n, k, n, o, w, n",Eco-Score D,2004 kj(479 kcal),"4,5 g","2,8 g"
4353,Premium quality lager gluten free - Damm - 33 cl,Damm,Alimentos procesados,NOT-APPLICABLE,"Croacia, Francia, España, Suiza, Reino Unido","u, n, k, n, o, w, n",Eco-Score C,,,
4354,Patatas fritas - Consum,Consum,Alimentos ultraprocesados,D,España,"E150d - Caramelo de sulfito amónico, E330 - Ácido cítrico, E621 - Glutamato monosódico, E627 - Guanilato disódico, E631 - Inosinato disódico",El Eco-Score no pudo ser calculado,2244 kj(539 kcal),"3,2 g","1,2 g"
4355,Picos sin gluten - Panceliac - 100 dr,Panceliac,Alimentos ultraprocesados,D,España,"E412 - Goma guar, E464 - Hidroxipropilmetilcelulosa, E500 - Carbonatos de sodio, E500ii - Bicarbonato de sodio",El Eco-Score no pudo ser calculado,1615 kj(386 kcal),"0,45 g","3,6 g"
4356,Patatas fritas onduladas sabor jamón - Dia - 150 g,Dia,Alimentos ultraprocesados,D,"Francia, Portugal, España","u, n, k, n, o, w, n",Eco-Score B,2192 kj(524 kcal),"3,5 g","1,1 g"
4357,Bloc saveur cheddar - Violife - 200 g,Violife,Alimentos ultraprocesados,E,"España, en:Alemania, en:Bélgica, en:Francia","E14XX - Almidón modificado, E160a - Alfa-caroteno, E160c - Extracto de pimentón",El Eco-Score no pudo ser calculado,1130 kj(270 kcal),19 g,0 g
4358,Pepinillos en vinagree - El Faro,El Faro,Nivel de procesamiento de alimentos desconocido,C,"Francia, España","u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,63 kj(15 kcal),0 g,"0,5 g"
4359,Yogur sabor fresa - plátano - Dia,Dia,Nivel de procesamiento de alimentos desconocido,B,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,326 kj(78 kcal),"1,3 g","11,3 g"
4360,Totelloni de pesto albahaca y piñones - Casa Morando,Casa Morando,Nivel de procesamiento de alimentos desconocido,C,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,1155 kj(276 kcal),"2,3 g",5 g
4361,Pur jus fruits rouges - Solevita,Solevita,Nivel de procesamiento de alimentos desconocido,D,"Francia, España","u, n, k, n, o, w, n",Eco-Score E,251 kj(60 kcal),0 g,14 g
4362,"Colossus - Freeway up - 0,5 L",Freeway up,Alimentos ultraprocesados,E,España,E331 - Citratos de sodio,Eco-Score aún no aplicable,164 kj(39 kcal),0 g,"9,1 g"
4363,Old Fashioned Rolled Oats - Bob's Red Mill - 32 oz (2 lb) 907 g,Bob's Red Mill,Alimentos no procesados o mínimamente procesados,A,"Bolivia, Colombia, Alemania, España, Estados Unidos","u, n, k, n, o, w, n",Eco-Score B,1660 kj(396 kcal),"1,04 g","2,08 g"
4364,Morcilla - Tere - 280g,Tere,Nivel de procesamiento de alimentos desconocido,C,España,"u, n, k, n, o, w, n",Eco-Score B,933 kj(223 kcal),6 g,"2,5 g"
4365,Crema poteica de choco-avellanas - Protella - 250 g,Protella,Nivel de procesamiento de alimentos desconocido,D,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,2443 kj(584 kcal),"5,3 g","2,9 g"
4366,Tortita de arroz con chocolate negro - Dia,Dia,Alimentos ultraprocesados,E,"Portugal, España","E322 - Lecitinas, E322i - Lecitina",Eco-Score C,1962 kj(469 kcal),11 g,28 g
4367,Mahou Session IPA,Mahou,Alimentos procesados,NOT-APPLICABLE,España,"u, n, k, n, o, w, n",Eco-Score D,-5 %,,
4368,Pipas gigantes aguasal - Eliges,Eliges,Nivel de procesamiento de alimentos desconocido,D,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,2410 kj(576 kcal),"5,3 g","2,7 g"
4369,Bio Flohsamenschalen - GreatVita - 500 g,"GreatVita, meavita",Nivel de procesamiento de alimentos desconocido,A,"Alemania, Italia, España","u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,774 kj(185 kcal),"0,1 g","< 0,5 g"
4370,Spaghetti - Garofalo - 500 g,Garofalo,Nivel de procesamiento de alimentos desconocido,A,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,1469 kj(351 kcal),0 g,3 g
4371,Kéfir avena y nueces - Carrefour - 4 x 125 g,Carrefour,Alimentos ultraprocesados,E,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,420 kj(100 kcal),3 g,"8,9 g"
4372,Penne cereal bio - Schär - 350g,"Schär, Schär",Nivel de procesamiento de alimentos desconocido,B,"Alemania, España","u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,1460 kj(349 kcal),"0,4 g","0,3 g"
4373,Galletas de Harina Integral y Algarroba - Cachafaz - 225 g (7.9 oz),"Cachafaz, Integral",Alimentos ultraprocesados,A,"Argentina, Bolivia, España","E307 - Alfa-tocoferol, E500 - Carbonatos de sodio, E500ii - Bicarbonato de sodio, E503 - Carbonatos de amonio, E503ii - Bicarbonato de amonio",Eco-Score C,1458 kj(349 kcal),1 g,0 g
4374,Zumo Manzana y Mango - Solevita,Solevita,Alimentos no procesados o mínimamente procesados,C,España,"u, n, k, n, o, w, n",Eco-Score E,184 kj(44 kcal),"0,1 g","10,3 g"
4375,Batido de chocolate - Alteza,Alteza,Nivel de procesamiento de alimentos desconocido,E,España,"u, n, k, n, o, w, n",Eco-Score D,264 kj(63 kcal),"0,7 g","10,5 g"
4376,Rulo tofu y algas - Carrefour Bio,"Carrefour Bio, Carrefour",Alimentos ultraprocesados,A,España,"u, n, k, n, o, w, n",Eco-Score B,772 kj(184 kcal),1 g,"2,7 g"
4377,Chorizo - Nestle - 280 g,Nestle,Alimentos ultraprocesados,A,"España, Suecia","E160d - Licopeno i., E407 - Carragenatos, E412 - Goma guar, E461 - Metilcelulosa",Eco-Score B,757 kj(182 kcal),"0,95 g","0,5 g"
4378,Sensational meditarranean pieces - Garden Gourmet,Garden Gourmet,Alimentos ultraprocesados,B,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,715 kj(171 kcal),"0,8 g","1,2 g"
4379,La Bella easo - bimbo - 230 g,Bimbo,Alimentos ultraprocesados,UNKNOWN,España,"E415 - Goma xantana, E420 - Sorbitol, E422 - Glicerol, E450 - Difosfatos, E471 - Mono- y diglicéridos de ácidos grasos, E500 - Carbonatos de sodio",El Eco-Score no pudo ser calculado,1452 kj(347 kcal),2 g,29 g
4380,Cocido madrileño - Litoral - 425 g,Litoral,Nivel de procesamiento de alimentos desconocido,B,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,632 kj(151 kcal),"2,6 g","0,3 g"
4381,Puré de manzana - Campofrio - 100 g,Campofrio,Nivel de procesamiento de alimentos desconocido,UNKNOWN,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,276 kj(66 kcal),0 g,13 g
4382,"Leche semidesnatada - Pascual - 1,5 litros",Pascual,Nivel de procesamiento de alimentos desconocido,B,España,"u, n, k, n, o, w, n",Eco-Score C,192 kj(46 kcal),"1,1 g","4,7 g"
4383,Bolas sabor queso - Tosfrit,Tosfrit,Nivel de procesamiento de alimentos desconocido,UNKNOWN,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,2213 kj(529 kcal),"2,09 g",3 g
4384,Nata - Hacendado - 90 g,Hacendado,Alimentos ultraprocesados,C,España,"E150a - Color caramelo, E322 - Lecitinas, E322i - Lecitina, E950 - Acesulfamo K, E953 - Isomalt, E965 - Maltitol, E965ii - Jarabe de maltitol",Eco-Score C,1119 kj(269 kcal),4 g,"< 0,5 g"
4385,Tulipán - 225 g,"u, n, k, n, o, w, n",Nivel de procesamiento de alimentos desconocido,UNKNOWN,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,2837 kj(678 kcal),28 g,"0,5 g"
4386,Magdalenas Cacao - Hacendado - 350 g,"Hacendado, López",Alimentos ultraprocesados,D,"Portugal, España","E14XX - Almidón modificado, E202 - Sorbato potásico, E330 - Ácido cítrico, E412 - Goma guar, E422 - Glicerol, E450 - Difosfatos, E450i - Difosfato disódico, E466 - Carboximetilcelulosa sódica, E471 - Mono- y diglicéridos de ácidos grasos, E472b - Ésteres lácticos de monoglicéridos y diglicéridos de ácidos grasos, E481 - Estearoil-2-lactilato de sodio, E500 - Carbonatos de sodio, E500ii - Bicarbonato de sodio",Eco-Score C,1744 kj(417 kcal),"3,7 g","26,9 g"
4387,Flan de Café - Hacendado - 4 x 100 g,Hacendado,Nivel de procesamiento de alimentos desconocido,C,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,634 kj(151 kcal),"2,9 g","20,4 g"
4388,Gyozas verduras - Hacendado - 20 g,Hacendado,Nivel de procesamiento de alimentos desconocido,C,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,649 kj(155 kcal),"0,8 g","2,7 g"
4389,Croissant - Hacendado - 430g,Hacendado,Nivel de procesamiento de alimentos desconocido,UNKNOWN,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,1686 kj(403 kcal),"10,5 g","9,2 g"
4390,Natuchips - Snatt's,Snatt's,Nivel de procesamiento de alimentos desconocido,UNKNOWN,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,1887 kj(451 kcal),"2,2 g","2,8 g"
4391,Kéfir mango fresa - 6 x 100 g,"u, n, k, n, o, w, n",Alimentos ultraprocesados,E,España,"E950 - Acesulfamo K, E951 - Aspartamo",El Eco-Score no pudo ser calculado,192 kj(46 kcal),"0,9 g","4,6 g"
4392,Papel Compacto Absorbvente - Bosque Verde - 3 unid,Bosque Verde,Nivel de procesamiento de alimentos desconocido,UNKNOWN,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,,,
4393,Sardines in olive oil - Season - 6,Season,Alimentos procesados,C,"España, Estados Unidos","u, n, k, n, o, w, n",Eco-Score D,985 kj(235 kcal),"3,53 g",0 g
4394,Prawn crackers - Snaktastic - 100 g,Snaktastic,Alimentos procesados,D,"Francia, España, Reino Unido","u, n, k, n, o, w, n",Eco-Score B,2227 kj(533 kcal),"2,7 g","7,2 g"
4395,Crisp 'n' Cake Stracciatella - Gelatelli - 372 g ( 6 × 62 g ),"Gelatelli, Lidl",Alimentos ultraprocesados,D,"Francia, Alemania, Portugal, España","E322 - Lecitinas, E412 - Goma guar, E471 - Mono- y diglicéridos de ácidos grasos",Eco-Score B,1278 kj(306 kcal),"12,4 g","23,7 g"
4396,Amidala - J.D. Gross - 150 g,"J.D. Gross, Lidl",Alimentos ultraprocesados,E,"Croacia, España, en:alemania, en:francia","E322 - Lecitinas, E322i - Lecitina, E500 - Carbonatos de sodio, E500ii - Bicarbonato de sodio",El Eco-Score no pudo ser calculado,2435 kj(586 kcal),13 g,33 g
4397,Paté hierbas - GutBio - 125 g,GutBio,Alimentos procesados,D,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,1346 kj(326 kcal),"3,3 g",1 g
4398,Cerveza especial extra - La bière du Démon - 33 cl,"La bière du Démon, Goudale",Alimentos procesados,NOT-APPLICABLE,"Canadá, Francia, Grecia, Países Bajos, España, Reino Unido, Estados Unidos","u, n, k, n, o, w, n",Eco-Score C,,,
4399,Fondant de Chocolate - Carrefour - 500 g,Carrefour,Alimentos ultraprocesados,D,"Francia, España","E202 - Sorbato potásico, E415 - Goma xantana, E422 - Glicerol, E450 - Difosfatos, E450i - Difosfato disódico, E500 - Carbonatos de sodio",Eco-Score D,1788 kj(428 kcal),"4,4 g",27 g
4400,Country strore - Kellogg's - 40 g,Kellogg's,Alimentos ultraprocesados,C,"Francia, España","u, n, k, n, o, w, n",Eco-Score B,1550 kj(369 kcal),"0,9 g",24 g
4401,Authentic Greek Yoghurt Mevgal 0% - 1 kg,Mevgal,Nivel de procesamiento de alimentos desconocido,A,"Francia, España","u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,226 kj(54 kcal),0 g,5 g
4402,Parmigiano reggiano D.O.P. - Galbani - 60g,Galbani,Nivel de procesamiento de alimentos desconocido,D,"Francia, Italia, España","u, n, k, n, o, w, n",Eco-Score D,1682 kj(402 kcal),20 g,0 g
4403,Jamón serrano medias lonchas sin gluten sin lactosa - Navidul - 2,Navidul,Alimentos procesados,D,España,"E250 - Nitrito sódico, E252 - Nitrato potásico",Eco-Score E,887 kj(212 kcal),"3,8 g","0,5 g"
4404,Zumo Disfruta Melocot - Juver - 200 ml,Juver,Alimentos ultraprocesados,C,"Francia, Marruecos, España","E300 - Ácido ascórbico, E330 - Ácido cítrico, E950 - Acesulfamo K, E955 - Sucralosa",Eco-Score D,98 kj(21 kcal),0 g,"3,8 g"
4405,Senses - Trident - 23g,Trident,Alimentos ultraprocesados,NOT-APPLICABLE,"Portugal, España, en:Francia, en:Irlanda","E141 - Complejos cúpricos de clorofilas y clorofilinas, E160c - Extracto de pimentón, E296 - Ácido málico, E321 - Butilhidroxitolueno, E330 - Ácido cítrico, E334 - Ácido tartárico, E420 - Sorbitol, E422 - Glicerol, E472a - Ésteres acéticos de monoglicéridos y diglicéridos de ácidos grasos, E965 - Maltitol",El Eco-Score no pudo ser calculado,711 kj(170 kcal),"1,1 g","0,1 g"
4406,Magadalena valenciana - Dia - 350 g,Dia,Alimentos ultraprocesados,D,"España, en:Francia","E420 - Sorbitol, E450 - Difosfatos, E471 - Mono- y diglicéridos de ácidos grasos, E500 - Carbonatos de sodio",Eco-Score C,1937 kj(463 kcal),"4,1 g","27,6 g"
4407,"Finissimas, pechuga de pavo braseada - Campofrío - 170 g",Campofrío,Alimentos ultraprocesados,C,España,"E250 - Nitrito sódico, E262 - Acetatos de sodio, E316 - Eritorbato sódico, E408 - E408 food additive, E412 - Goma guar, E420 - Sorbitol, E451 - Tripolifosfatos, E508 - Cloruro de potasio",Eco-Score E,346 kj(82 kcal),"0,3 g","2,2 g"
4408,Atun en aceite de oliva - Nixe - 900 g,"Nixe, Lidl",Nivel de procesamiento de alimentos desconocido,D,"Portugal, España","u, n, k, n, o, w, n",Eco-Score E,1415 kj(342 kcal),"4,8 g",0 g
4409,Père Michel,Michel,Nivel de procesamiento de alimentos desconocido,D,"Francia, España","u, n, k, n, o, w, n",Eco-Score D,1552 kj(371 kcal),22 g,"0,5 g"
4410,Tunnocks Milk Chocolate Caramel Wafer - Tunnock’s - 30 g,Tunnock’s,Nivel de procesamiento de alimentos desconocido,E,"Francia, España","u, n, k, n, o, w, n",Eco-Score C,1874 kj(448 kcal),"12,7 g","34,7 g"
4411,Brik toons - Hershey's,Hershey's,Nivel de procesamiento de alimentos desconocido,D,"Francia, España","u, n, k, n, o, w, n",Eco-Score D,1632 kj(390 kcal),"2,2 g",65 g
4412,Bebida de arroz - yosoy,Yosoy,Nivel de procesamiento de alimentos desconocido,B,"Francia, España","u, n, k, n, o, w, n",Eco-Score B,228 kj(54 kcal),"0,1 g",5 g
4413,Wraps multigrain con semillas de lino - Mission - 370 g,Mission,Alimentos ultraprocesados,D,España,"E202 - Sorbato potásico, E281 - Propionato sódico, E296 - Ácido málico, E412 - Goma guar, E422 - Glicerol, E471 - Mono- y diglicéridos de ácidos grasos, E500 - Carbonatos de sodio",Eco-Score B,1389 kj(332 kcal),"1,6 g","2,3 g"
4414,Salsa ligera - Dia,Dia,Nivel de procesamiento de alimentos desconocido,D,España,"u, n, k, n, o, w, n",Eco-Score D,1092 kj(261 kcal),"3,2 g","2,3 g"
4415,Naranja - kuyx - 3 L,Kuyx,Alimentos ultraprocesados,C,España,"E160e - Beta-apo-8′-carotenal (c30), E202 - Sorbato potásico, E211 - Benzoato sódico, E300 - Ácido ascórbico, E330 - Ácido cítrico",Eco-Score aún no aplicable,< 10 kj(3 kcal),"0,1 g","0,1 g"
4416,Ketchup - Eliges - 560 g,Eliges,Nivel de procesamiento de alimentos desconocido,D,España,"u, n, k, n, o, w, n",Eco-Score B,435 kj(104 kcal),0 g,19 g
4417,"Queso fresco cottage 0% 200 gr. - Eroski - 1,35 eur.",Eroski,Nivel de procesamiento de alimentos desconocido,A,España,"u, n, k, n, o, w, n",Eco-Score D,276 kj(66 kcal),0 g,2 g
4418,Chocolate covered Waffles - Prozis - 6 x 30 g,Prozis,Nivel de procesamiento de alimentos desconocido,D,"Francia, España","u, n, k, n, o, w, n",Eco-Score C,1657 kj(396 kcal),11 g,27 g
4419,Dia Láctea - 1 kg / 950 ml,Dia Láctea,Nivel de procesamiento de alimentos desconocido,E,"Portugal, España","u, n, k, n, o, w, n",Eco-Score D,271 kj(64 kcal),"0,7 g","10,3 g"
4420,Natillas - bonÀrea - 4 x 125 g,bonÀrea,Alimentos ultraprocesados,C,España,"E1442 - Fosfato de dialmidón hidroxipropilado, E160b - Annato, E428 - Gelatina",El Eco-Score no pudo ser calculado,439 kj(105 kcal),"2,1 g","13,5 g"
4421,Atun aleta amarilla solido en agua - Dolores - 140,Dolores,Alimentos procesados,A,"México, España","u, n, k, n, o, w, n",Eco-Score D,"448,28 kj(105 kcal)","0,1 g",0 g
4422,Bere brună - Leffe - 330 ml,Leffe,Nivel de procesamiento de alimentos desconocido,NOT-APPLICABLE,España,"u, n, k, n, o, w, n",Eco-Score D,,,
4423,Cooks' Ingredients Tahini - Waitrose - 300 g,Waitrose,Alimentos no procesados o mínimamente procesados,UNKNOWN,"España, Reino Unido","u, n, k, n, o, w, n",Eco-Score C,2743 kj(664 kcal),"9,4 g","0,002 g"
4424,Zucaritas - kellogs - 1.2 kg,Kellogs,Alimentos procesados,D,"México, España","u, n, k, n, o, w, n",Eco-Score D,1570 kj(375 kcal),0 g,40 g
4425,Reisdrink,"u, n, k, n, o, w, n",Nivel de procesamiento de alimentos desconocido,UNKNOWN,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,230 kj(55 kcal),"0,1 g","7,5 g"
4426,Solo Biscottini - Hero - 100 g,Hero,Nivel de procesamiento de alimentos desconocido,UNKNOWN,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,1837 kj(439 kcal),"1,5 g",19 g
