,Product Name,Brands,NOVA 4,Nutri-Score,Countries,Additives,Eco-Score,Energía,Grasas saturadas,Azúcares
1821,The Original Oat Drink Semi - oatly - 1L,Oatly,Alimentos procesados,B,"España, Reino Unido","E340 - Fosfatos de potasio, E340ii - Fosfato dipotásico",Eco-Score C,191 kj(46 kcal),"0,2 g","4,1 g"
1822,Burger vegetale con carciofi e pomodori secchi - kioene - 200 g,Kioene,Alimentos ultraprocesados,C,"Italia, España","E202 - Sorbato potásico, E461 - Metilcelulosa",El Eco-Score no pudo ser calculado,968 kj(232 kcal),"1,4 g","0,8 g"
1823,Galleta crocant con copos de avena zero - Gullón - 280 g,Gullón,Alimentos ultraprocesados,B,"Portugal, España","E306 - Extracto rico en tocoferoles, E500 - Carbonatos de sodio, E500ii - Bicarbonato de sodio, E503 - Carbonatos de amonio, E503ii - Bicarbonato de amonio, E965 - Maltitol",Eco-Score C,1791 kj(430 kcal),2 g,1 g
1824,Pilos Eidam - turtamek - 330 ml,Turtamek,Alimentos ultraprocesados,UNKNOWN,España,"E307 - Alfa-tocoferol, E330 - Ácido cítrico, E414 - Goma arábiga, E422 - Glicerol",Eco-Score aún no aplicable,,,
1825,Huile de coco vierge bio - Vita d'or - 300 ml,Vita d'or,Ingredientes culinarios procesados,NOT-APPLICABLE,España,"u, n, k, n, o, w, n",Eco-Score B,3700 kj(900 kcal),94 g,0 g
1826,Müller,Müller,Nivel de procesamiento de alimentos desconocido,E,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,280 kj(67 kcal),"0,9 g","10,6 g"
1827,Trigo Integral Miel - Esgir - 375 g,Esgir,Nivel de procesamiento de alimentos desconocido,UNKNOWN,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,1686 kj(403 kcal),"0,7 g","38,2 g"
1828,Kaomix - Produits Blancs - 800 g,"Produits Blancs, Carrefour",Alimentos ultraprocesados,UNKNOWN,"Francia, Italia, España","E322 - Lecitinas, E322i - Lecitina",Eco-Score D,356 kj(85 kcal),"1,1 g",13 g
1829,Spaghetti nº15 - La Molisana - 500 g,La Molisana,Alimentos no procesados o mínimamente procesados,A,"Italia, Rumania, España","u, n, k, n, o, w, n",Eco-Score B,1494 kj(353 kcal),"0,3 g","3,3 g"
1830,After Eight - Orange & mint flavour - Nestlé - 200 g,Nestlé,Alimentos ultraprocesados,E,"Alemania, España","E1103 - Invertasa, E322 - Lecitinas, E330 - Ácido cítrico",Eco-Score E,1797 kj(427 kcal),"7,4 g","67,3 g"
1831,12 Mini Tortillas Trigo - Hacendado - 300 g (2 x 150 g),Hacendado,Nivel de procesamiento de alimentos desconocido,C,"Portugal, España","u, n, k, n, o, w, n",Eco-Score B,1243 kj(294 kcal),"1,4 g","1,8 g"
1832,Seeds & berries - Raspberry & chia seeds - Belvita - 270 g,Belvita,Nivel de procesamiento de alimentos desconocido,C,"Bulgaria, Croacia, Francia, Italia, España","u, n, k, n, o, w, n",Eco-Score C,1854 kj(441 kcal),"1,6 g",23 g
1833,Crema de cacao con avellanas - - 400 g,"u, n, k, n, o, w, n",Alimentos ultraprocesados,C,España,E322 - Lecitinas,Eco-Score C,2021 kj(483 kcal),"6,1 g","8,2 g"
1834,Tortillas 100% Integrales - hacendado,Hacendado,Alimentos ultraprocesados,C,España,"E202 - Sorbato potásico, E282 - Propionato de calcio, E296 - Ácido málico, E415 - Goma xantana, E422 - Glicerol, E471 - Mono- y diglicéridos de ácidos grasos, E500 - Carbonatos de sodio, E500ii - Bicarbonato de sodio, E920 - L-cisteína",Eco-Score C,1205 kj(288 kcal),"1,6 g","2,8 g"
1835,Aceite de soya - - 850 ml,"u, n, k, n, o, w, n",Nivel de procesamiento de alimentos desconocido,D,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,3473 kj(830 kcal),14 g,0 g
1836,Bollycao Cacao - Bimbo - 180 g (4 x 45 g),Bimbo,Alimentos ultraprocesados,C,España,"E200 - Ácido sórbico, E202 - Sorbato potásico, E282 - Propionato de calcio, E300 - Ácido ascórbico, E322 - Lecitinas, E334 - Ácido tartárico, E471 - Mono- y diglicéridos de ácidos grasos",El Eco-Score no pudo ser calculado,1534 kj(367 kcal),5 g,23 g
1837,All Bran es - Kellogg's - 570gr,Kellogg's,Alimentos ultraprocesados,A,"México, España",E150 - Caramelo,El Eco-Score no pudo ser calculado,1347 kj(322 kcal),0 g,8 g
1838,Ricotta - Lovilio - 250 g,Lovilio,Nivel de procesamiento de alimentos desconocido,C,"Bélgica, España","u, n, k, n, o, w, n",Eco-Score D,621 kj(150 kcal),"8,4 g",3 g
1839,Ligeresa Nature 100%ingred. Naturales - 430g,Ligeresa,Alimentos ultraprocesados,D,España,"u, n, k, n, o, w, n",Eco-Score D,1117 kj(267 kcal),"4,3 g","1,6 g"
1840,Tagliatelle frescos carbonara - Giovanni Rana - 408 g,Giovanni Rana,Alimentos ultraprocesados,B,"Italia, España","u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,644 kj(154 kcal),"3,4 g","1,8 g"
1841,Hogaza sin gluten - Hacendado - 300 g,Hacendado,Alimentos ultraprocesados,C,España,"E200 - Ácido sórbico, E282 - Propionato de calcio, E415 - Goma xantana, E464 - Hidroxipropilmetilcelulosa",Eco-Score B,1121 kj(266 kcal),"0,9 g","3,4 g"
1842,Bifidus natural cremoso 0% - Hacendado,Hacendado,Alimentos ultraprocesados,A,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,180 kj(43 kcal),0 g,"5,8 g"
1843,Bifidus 0% con frutos silvestres - hacendado - 4x125g,Hacendado,Nivel de procesamiento de alimentos desconocido,A,España,"u, n, k, n, o, w, n",Eco-Score B,-31 %,-87 %,-42 %
1844,Galleta Dorada 0% Azúcares Añadidos - Carrefour,Carrefour,Alimentos ultraprocesados,B,España,"E500 - Carbonatos de sodio, E500ii - Bicarbonato de sodio, E503 - Carbonatos de amonio, E503ii - Bicarbonato de amonio",Eco-Score C,1817 kj(435 kcal),"1,8 g","0,6 g"
1845,Cuquitos - Hacendado - 100g,Hacendado,Alimentos ultraprocesados,D,España,"E160c - Extracto de pimentón, E621 - Glutamato monosódico, E627 - Guanilato disódico",El Eco-Score no pudo ser calculado,2142 kj(522 kcal),"3,1 g","2,2 g"
1846,Pan de molde integral 100% - Dia,Dia,Nivel de procesamiento de alimentos desconocido,A,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,987 kj(236 kcal),"0,7 g","3,6 g"
1847,Sizzl'n Cheese & Chilli - Pringles - 180 g,Pringles,Alimentos ultraprocesados,D,"Alemania, España","E14XX - Almidón modificado, E160c - Extracto de pimentón, E270 - Ácido láctico, E327 - Lactato de calcio, E471 - Mono- y diglicéridos de ácidos grasos, E621 - Glutamato monosódico, E635 - 5'-ribonucleótido disódico",Eco-Score B,2214 kj(520 kcal),"6,2 g","2,9 g"
1848,Mios! Horneados Tomillo y limón - Risi - 95 g,Risi,Alimentos ultraprocesados,C,España,"u, n, k, n, o, w, n",Eco-Score B,2013 kj(481 kcal),"2,6 g","2,4 g"
1849,Tomate pelado entero - hacendado - 400g escurrido 240g,Hacendado,Nivel de procesamiento de alimentos desconocido,A,España,"u, n, k, n, o, w, n",Eco-Score B,109 kj(26 kcal),0 g,4 g
1850,Cheerios multigrain - 390g,Cheerios Multigrain,Alimentos ultraprocesados,B,"España, Reino Unido","E150c - Caramelo amónico, E160b - Annato, E340 - Fosfatos de potasio, E340iii - Fosfato tripotásico",Eco-Score D,1604 kj(383 kcal),1 g,"17,667 g"
1851,"agua - super carmela - 1,75 l",super carmela,Alimentos ultraprocesados,D,España,"E150d - Caramelo de sulfito amónico, E338 - Ácido fosfórico, E950 - Acesulfamo K, E955 - Sucralosa",Eco-Score aún no aplicable,119 kj(28 kcal),0 g,7 g
1852,Salsa queso - Hacendado - 300g,Hacendado,Alimentos ultraprocesados,C,España,"E1105 - Lisozima, E14XX - Almidón modificado, E160c - Extracto de pimentón, E171 - Dióxido de titanio, E202 - Sorbato potásico, E251 - Nitrato sódico i., E252 - Nitrato potásico, E270 - Ácido láctico, E330 - Ácido cítrico, E331 - Citratos de sodio, E340 - Fosfatos de potasio, E407 - Carragenatos, E410 - Goma garrofín, E452 - Polifosfatos, E621 - Glutamato monosódico",Eco-Score C,306 kj(73 kcal),"0,4 g",4 g
1853,Tortilla de patata - Lidl,"Lidl, Chef Select",Nivel de procesamiento de alimentos desconocido,B,España,"u, n, k, n, o, w, n",Eco-Score B,657 kj(157 kcal),"1,5 g","1,7 g"
1854,Yogur estilo griego - Milbona - 750 g (6 x 125g),Milbona,Alimentos procesados,C,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,519 kj(125 kcal),"6,5 g","5,4 g"
1855,Pesto Rosso vegan - Vemondo - 190g,Vemondo,Alimentos procesados,D,"Alemania, España","E270 - Ácido láctico, E300 - Ácido ascórbico",Eco-Score C,1587 kj(384 kcal),"4,3 g","5,3 g"
1856,Snack balls - 1001 delights - 150 g,1001 delights,Alimentos procesados,B,"Polonia, España","u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,1559 kj(356 kcal),"0,3 g","0,5 g"
1857,Salsa Cocktail - Hacendado,Hacendado,Nivel de procesamiento de alimentos desconocido,UNKNOWN,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,1778 kj(425 kcal),"6,6 g","4,3 g"
1858,Sticks de patata - Hacendado - 75g,Hacendado,Alimentos ultraprocesados,D,España,"u, n, k, n, o, w, n",Eco-Score B,2206 kj(529 kcal),"3,8 g","0,3 g"
1859,yogurt líquido frutos silvestres - Milbona - 1.5kg,Milbona,Nivel de procesamiento de alimentos desconocido,B,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,285 kj(68 kcal),"0,8 g","11,4 g"
1860,Muesli de superfrutas sin azúcares añadidos - Carrefour,"Carrefour, Carrefour BIO",Alimentos procesados,A,"Francia, España","u, n, k, n, o, w, n",Eco-Score B,1536 kj(364 kcal),"0,9 g",16 g
1861,Profeel protein mousse - Valio - 150g,Valio,Alimentos ultraprocesados,A,"Andorra, España","E407 - Carragenatos, E412 - Goma guar, E428 - Gelatina, E950 - Acesulfamo K, E955 - Sucralosa",Eco-Score C,368 kj(87 kcal),1 g,"4,9 g"
1862,Salvado avena crujiente - esgir - 300 g,Esgir,Alimentos ultraprocesados,A,España,"E322 - Lecitinas, E322i - Lecitina, E500 - Carbonatos de sodio, E500ii - Bicarbonato de sodio, E953 - Isomalt, E955 - Sucralosa",Eco-Score A,1589 kj(384 kcal),"0,79 g","1,3 g"
1863,Crema hidratante 48h - Cien,Cien,Alimentos ultraprocesados,UNKNOWN,"Alemania, España","E1503 - Aceite de ricino, E1519 - Alcohol bencílico, E202 - Sorbato potásico, E211 - Benzoato sódico, E422 - Glicerol",El Eco-Score no pudo ser calculado,,,
1864,Mayonesa - Le Gusto,Le Gusto,Alimentos procesados,UNKNOWN,"Hungría, Eslovenia, España","E330 - Ácido cítrico, E385 - Ácido etilendiaminotetraacético",Eco-Score C,,,
1865,Almonds - Natural - Wonderful - 200 g,Wonderful,Alimentos no procesados o mínimamente procesados,B,"Francia, España","u, n, k, n, o, w, n",Eco-Score D,2466 kj(596 kcal),"3,8 g","4,4 g"
1866,Creamy Peanut Butter - Hormel Foods Corporation - 462 g,Hormel Foods Corporation,Alimentos ultraprocesados,D,"Francia, México, España, Estados Unidos","u, n, k, n, o, w, n",Eco-Score D,2480 kj(594 kcal),"9,38 g","9,38 g"
1867,Big Fries - McDonald's - 150 g,"McDonald's, McCain",Nivel de procesamiento de alimentos desconocido,C,"Francia, España","u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,1874 kj(448 kcal),2 g,"0,5 g"
1868,Batata Palha - Sol & Mar - 300g e,Sol & Mar,Alimentos procesados,C,"España, en:Francia","u, n, k, n, o, w, n",Eco-Score B,2284 kj(546 kcal),"3,4 g",0 g
1869,Tortitas de maiz con chocolate - Sondey - 136 g (4 x 34) g,Sondey,Alimentos ultraprocesados,E,"Francia, España","E322 - Lecitinas, E322i - Lecitina",Eco-Score B,2084 kj(498 kcal),"13,6 g","28,1 g"
1870,Horchata de chufa - Milbona,Milbona,Alimentos ultraprocesados,B,"Francia, España","E301 - Ascorbato sódico, E407 - Carragenatos, E472c - Ésteres cítricos de monoglicéridos y diglicéridos de ácidos grasos",El Eco-Score no pudo ser calculado,326 kj(78 kcal),"0,6 g",10 g
1871,Mustard French Style - Duc De Coeur - 200 g,Duc De Coeur,Alimentos procesados,C,"Francia, Italia, España, Suiza, Reino Unido","E224 - Metabisulfito potásico, E330 - Ácido cítrico",Eco-Score B,665 kj(160 kcal),"0,8 g","2,7 g"
1872,Rotisseur French Mustard - Kania - 200g,"Kania, Lidl",Alimentos ultraprocesados,D,"Croacia, Francia, Alemania, España",E224 - Metabisulfito potásico,Eco-Score B,686 kj(165 kcal),"0,9 g","1,6 g"
1873,Gorgonzola DOP Picante - Fjord - 200 g,"Fjord, Lovilio",Nivel de procesamiento de alimentos desconocido,D,"Bélgica, Francia, Alemania, España, Suiza","u, n, k, n, o, w, n",Eco-Score C,1441 kj(348 kcal),19 g,0 g
1874,Creamy kefir blueberry - Milbona - 250 g,Milbona,Nivel de procesamiento de alimentos desconocido,C,"Francia, España","u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,569 kj(136 kcal),"5,1 g","13,7 g"
1875,Vanilla - GelatelliBon Gelati - 2.5l,"GelatelliBon Gelati, Bon Gelati",Alimentos ultraprocesados,D,"Bulgaria, Francia, Alemania, España","E160 - Carotenoides, E412 - Goma guar",Eco-Score B,913 kj(222 kcal),"10,2 g",21 g
1876,Bio Musli 5 grain mix - Crownfield - 750g,Crownfield,Alimentos ultraprocesados,A,"Francia, Alemania, España",E322 - Lecitinas,Eco-Score B,1485 kj(352 kcal),"0,8 g","1,3 g"
1877,Salchichas Veganas - GutBio - 175g (7 x 25g),GutBio,Nivel de procesamiento de alimentos desconocido,B,España,"u, n, k, n, o, w, n",Eco-Score B,892 kj(213 kcal),"1,5 g","1,5 g"
1878,Bizcochos de soletilla degustación - Carrefour - 125 g,Carrefour,Alimentos ultraprocesados,D,"Francia, Italia, España",E422 - Glicerol,Eco-Score B,1533 kj(362 kcal),"1,1 g",56 g
1879,3 min FUSILLI - Carrefour - 500 g,Carrefour,Alimentos no procesados o mínimamente procesados,A,"Francia, Italia, Polonia, Rumania, España","u, n, k, n, o, w, n",Eco-Score B,1458 kj(363 kcal),"0,5 g",3 g
1880,Las bandejas chocolate-avellana - Carrefour - 120 g,Carrefour,Alimentos ultraprocesados,D,"Francia, Italia, España","E322 - Lecitinas, E330 - Ácido cítrico, E500 - Carbonatos de sodio",Eco-Score C,2044 kj(488 kcal),"2,8 g",43 g
1881,Chocolat noir huile essentielle orange - Kaoka - 100 g,Kaoka,Alimentos procesados,E,"Francia, Países Bajos, España","u, n, k, n, o, w, n",Eco-Score C,2356 kj(563 kcal),23 g,42 g
1882,Mozzarella - Carrefour - 720 g,Carrefour,Alimentos procesados,C,"Francia, Italia, España","u, n, k, n, o, w, n",Eco-Score C,989 kj(238 kcal),13 g,1 g
1883,Melocotón - Carrefour Sélection - 1 L e,"Carrefour Sélection, CMI (Carrefour Marchandises Internationales), Groupe Carrefour, Carrefour",Alimentos procesados,E,"Francia, España","E300 - Ácido ascórbico, E330 - Ácido cítrico",Eco-Score D,201 kj(49 kcal),0 g,12 g
1884,Stévia - Édulcorant - Carrefour - x 100,Carrefour,Alimentos ultraprocesados,NOT-APPLICABLE,"Francia, España","E466 - Carboximetilcelulosa sódica, E960 - Glucósidos de esteviol",El Eco-Score no pudo ser calculado,1397 kj(334 kcal),0 g,81 g
1885,Zumo Naranja Piña Mango Maracuyá - Carrefour BIO - 1 l,"Carrefour BIO, Carrefour",Alimentos no procesados o mínimamente procesados,D,"Francia, Italia, España","u, n, k, n, o, w, n",Eco-Score D,211 kj(50 kcal),0 g,12 g
1886,Lotto Classic Snack - Best Foods,Best Foods,Alimentos ultraprocesados,E,"Francia, Rumania, España","u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,2197 kj(525 kcal),"13,4 g","3,8 g"
1887,Néctar de piña briks - Granini,Granini,Nivel de procesamiento de alimentos desconocido,E,"Francia, España","u, n, k, n, o, w, n",Eco-Score E,205 kj(49 kcal),"0,1 g",11 g
1888,Storck - 100 g,Storck,Nivel de procesamiento de alimentos desconocido,E,"Francia, España, Reino Unido","u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,2184 kj(522 kcal),"12,7 g","48,9 g"
1889,Ohne gleichen vollmilch - Bahlsen - 125 g,Bahlsen,Alimentos ultraprocesados,E,"Alemania, España","E322 - Lecitinas, E500 - Carbonatos de sodio",Eco-Score D,2337 kj(561 kcal),21 g,36 g
1890,Proteinplus low in sugar - Powerbar,Powerbar,Nivel de procesamiento de alimentos desconocido,C,"Francia, España","u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,1406 kj(336 kcal),"4,3 g","4,6 g"
1891,"Erfrischungsgetränk mit Zitronen und Limettengeschmack - Sprite - 0,5l",Sprite,Nivel de procesamiento de alimentos desconocido,UNKNOWN,"Alemania, España, en:Alemania, en:Francia","u, n, k, n, o, w, n",Eco-Score aún no aplicable,141 kj(33 kcal),-,8 g
1892,Quinoa Chips - Eat Real - 80 g,Eat Real,Alimentos ultraprocesados,D,"Francia, Alemania, Países Bajos, España, Suiza, Reino Unido",E330 - Ácido cítrico,Eco-Score D,1970 kj(479 kcal),"1,7 g","2,8 g"
1893,"Smoothie mangue, fruits de la passion & pomme - Innocent - 250 ml",Innocent,Nivel de procesamiento de alimentos desconocido,C,"Francia, España","u, n, k, n, o, w, n",Eco-Score C,227 kj(54 kcal),0 g,11 g
1894,Special K Protein Ribes nero e semi di zucca - Kellogg's,Kellogg's,Alimentos ultraprocesados,C,"Francia, Italia, España",E422 - Glicerol,Eco-Score C,1716 kj(437 kcal),"2,6 g",18 g
1895,Monohidrato de creatina en polvo sin sabor - Myprotein - 250 g,Myprotein,Alimentos no procesados o mínimamente procesados,UNKNOWN,"Francia, España","u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,,,
1896,Mediterranean Tonic Water - Fever-Tree - 200ml,Fever-Tree,Alimentos ultraprocesados,E,"Australia, Bélgica, Alemania, España, Suecia, Suiza","E290 - Dióxido de carbono, E330 - Ácido cítrico",Eco-Score aún no aplicable,144 kj(34 kcal),0 g,"7,9 g"
1897,Lütticher Waffeln (5 Stück) - Lotus - 250g,Lotus,Alimentos ultraprocesados,E,"Alemania, España, fr:Francia, fr:Suiza","E322 - Lecitinas, E322i - Lecitina, E471 - Mono- y diglicéridos de ácidos grasos, E481 - Estearoil-2-lactilato de sodio",Eco-Score C,1849 kj(442 kcal),11 g,29 g
1898,Refresco de té negro con limón sin azúcar sin calorías - Nestea - 330ml,Nestea,Alimentos ultraprocesados,B,"Francia, España, Reino Unido","E296 - Ácido málico, E300 - Ácido ascórbico, E331 - Citratos de sodio, E950 - Acesulfamo K, E951 - Aspartamo, E952 - Ciclamato",Eco-Score C,4 kj(1 kcal),0 g,0 g
1899,Aquarius limón zero - 330 ml,Aquarius,Alimentos ultraprocesados,B,"Francia, España","E330 - Ácido cítrico, E414 - Goma arábiga, E445 - Ésteres glicéridos de resina de madera, E576 - Gluconato sódico, E950 - Acesulfamo K, E951 - Aspartamo, E955 - Sucralosa",El Eco-Score no pudo ser calculado,5 kj(1 kcal),0 g,0 g
1900,Aquarius 0 naranja - Coca Cola - 330ml,Coca Cola,Alimentos ultraprocesados,B,"Francia, España","E330 - Ácido cítrico, E340 - Fosfatos de potasio, E414 - Goma arábiga, E445 - Ésteres glicéridos de resina de madera, E951 - Aspartamo, E955 - Sucralosa",Eco-Score aún no aplicable,4 kj(1 kcal),0 g,0 g
1901,Pedras Salgadas água mineral natural gasocarbónica - 25 cl,"Pedras Salgadas, UNICER",Alimentos no procesados o mínimamente procesados,A,"Francia, Portugal, España, Suiza","u, n, k, n, o, w, n",Eco-Score aún no aplicable,0 kj(0 kcal),0 g,0 g
1902,Tortilla suave original - Santa Maria - 8 Stück,Santa Maria,Alimentos ultraprocesados,C,"Austria, Bélgica, Alemania, España","E330 - Ácido cítrico, E422 - Glicerol, E471 - Mono- y diglicéridos de ácidos grasos, E500 - Carbonatos de sodio",Eco-Score B,1277 kj(302 kcal),"1,2 g",2 g
1903,Peñafiel twist - 600ml,Peñafiel,Alimentos ultraprocesados,B,"Francia, México, España","E211 - Benzoato sódico, E330 - Ácido cítrico, E331 - Citratos de sodio, E385 - Ácido etilendiaminotetraacético, E955 - Sucralosa",Eco-Score aún no aplicable,"8,5 kj(2 kcal)",0 g,0 g
1904,Kinder Surprise 3 pack - KinderFerrero - 3 x 20 g,KinderFerrero,Alimentos ultraprocesados,E,"Australia, Italia, España, en:Bélgica, en:Estados Unidos, en:Francia, en:Luxemburgo",E322 - Lecitinas,El Eco-Score no pudo ser calculado,2310 kj(552 kcal),"22,6 g","52,1 g"
1905,Schär Gluten Free Choco Müsli - 375 g,Schär,Nivel de procesamiento de alimentos desconocido,C,"Bélgica, Francia, España","u, n, k, n, o, w, n",Eco-Score B,1778 kj(425 kcal),"5,9 g",16 g
1906,Pocket Coffee - Ferrero - 18,Ferrero,Nivel de procesamiento de alimentos desconocido,E,"Portugal, España, en:Francia","u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,1841 kj(440 kcal),"13,3 g","56,6 g"
1907,Camille - Mulino Bianco - 304 g,"Mulino Bianco, Mulino bianco",Alimentos ultraprocesados,D,"Francia, Italia, España","E450 - Difosfatos, E450i - Difosfato disódico, E471 - Mono- y diglicéridos de ácidos grasos",El Eco-Score no pudo ser calculado,1644 kj(393 kcal),"4,7 g","25,2 g"
1908,Galletas con pepitas de chocolate - Chips Ahoy - 128g,Chips Ahoy,Alimentos ultraprocesados,E,"Francia, Portugal, España","E322 - Lecitinas, E322i - Lecitina, E341 - Fosfatos de calcio, E341i - Fosfato monocálcico",Eco-Score D,2092 kj(500 kcal),"12,5 g",34 g
1909,Agua sensación sabor limón - Font Vella - 1.5l,Font Vella,Nivel de procesamiento de alimentos desconocido,B,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,4 kj(1 kcal),0 g,0 g
1910,Mermelada Diet Naranja Amarga - La Vieja Fábrica - 290 g,La Vieja Fábrica,Alimentos ultraprocesados,D,España,"E300 - Ácido ascórbico, E330 - Ácido cítrico, E440 - Pectinas",Eco-Score B,883 kj(211 kcal),0 g,52 g
1911,Vinagre balsámico de módena - Borges - 250 ml,Borges,Alimentos ultraprocesados,NOT-APPLICABLE,"Chile, Francia, Letonia, México, España",E150 - Caramelo,Eco-Score A,423 kj(101 kcal),0 g,"19,8 g"
1912,Disfruta Don Simon Naranja sin azúcares añadidos,Don Simón,Alimentos ultraprocesados,C,"Andorra, Francia, España","E160a - Alfa-caroteno, E160ai - Beta-caroteno, E300 - Ácido ascórbico, E330 - Ácido cítrico",Eco-Score B,105 kj(25 kcal),0 g,"4,2 g"
1913,Frankfurt original - Campofrío - 140 g,Campofrío,Alimentos ultraprocesados,D,"Francia, España","E250 - Nitrito sódico, E316 - Eritorbato sódico, E451 - Tripolifosfatos, E466 - Carboximetilcelulosa sódica",Eco-Score E,-14 %,-19 %,+74 %
1914,Gluten Free Sharkies Chocolate - Gullón - 250 g,Gullón,Nivel de procesamiento de alimentos desconocido,C,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,1930 kj(459 kcal),"1,5 g",21 g
1915,Avtivia fibras cereal - Danone - 480 g (120 g x 4),"Danone, Activia",Alimentos procesados,B,"Andorra, Francia, España","u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,406 kj(97 kcal),"1,8 g","12,7 g"
1916,Lucioles - Fini - 80 g,Fini,Alimentos ultraprocesados,D,"España, en:Francia","E270 - Ácido láctico, E325 - Lactato sódico, E330 - Ácido cítrico, E420 - Sorbitol, E428 - Gelatina, E901 - Cera de abeja blanca y amarilla, E903 - Cera de carnauba",El Eco-Score no pudo ser calculado,1351 kj(323 kcal),0 g,52 g
1917,Amstel Original - 33 cl,Amstel,Alimentos procesados,NOT-APPLICABLE,España,"u, n, k, n, o, w, n",Eco-Score D,167 kj(40 kcal),?,?
1918,Bonito del norte - Consorcio - 400 g,Consorcio,Alimentos procesados,D,"Francia, España","u, n, k, n, o, w, n",Eco-Score E,1728 kj(413 kcal),"6,1 g",0 g
1919,Zumo de piña - sin azúcares añadidos - Juver - 200 ml,Juver,Alimentos ultraprocesados,C,"Francia, España","E300 - Ácido ascórbico, E330 - Ácido cítrico, E950 - Acesulfamo K, E955 - Sucralosa",Eco-Score E,105 kj(25 kcal),0 g,"4,5 g"
1920,Paté de atún - Casa tarradellas,Casa tarradellas,Alimentos ultraprocesados,UNKNOWN,"España, en:Francia",E407 - Carragenatos,El Eco-Score no pudo ser calculado,858 kj(205 kcal),"1,7 g","0,7 g"
1921,Estrella Damm - 25cl,"Estrella Damm, Damm",Alimentos procesados,NOT-APPLICABLE,"Francia, España","u, n, k, n, o, w, n",Eco-Score D,2004 kj(479 kcal),3 g,"1,8 g"
1922,Barritas de pan crujientes con semillas de girasol - Velarte - 80 g,Velarte,Alimentos procesados,D,"Francia, España","u, n, k, n, o, w, n",Eco-Score B,2169 kj(518 kcal),"2,78 g","2,78 g"
1923,Onduladas campesinas - Risi,Risi,Alimentos ultraprocesados,D,"Marruecos, España, fr:Francia","E621 - Glutamato monosódico, E635 - 5'-ribonucleótido disódico",Eco-Score B,2297 kj(549 kcal),"4,3 g","1,6 g"
1924,Tapa negra paté de hígado de cerdo - La Piara,La Piara,Alimentos ultraprocesados,UNKNOWN,"España, en:Francia España","E250 - Nitrito sódico, E407 - Carragenatos, E451 - Tripolifosfatos, E621 - Glutamato monosódico",El Eco-Score no pudo ser calculado,1125 kj(269 kcal),"8,2 g","0,4 g"
1925,Tónica original - Schweppes - 250 ml,Schweppes,Alimentos ultraprocesados,E,"Francia, España","E290 - Dióxido de carbono, E330 - Ácido cítrico, E950 - Acesulfamo K, E955 - Sucralosa",Eco-Score aún no aplicable,141 kj(33 kcal),0 g,"7,8 g"
1926,Figues sèches - El Pajarero - 500 g,El Pajarero,Alimentos no procesados o mínimamente procesados,UNKNOWN,"Francia, España","u, n, k, n, o, w, n",Eco-Score C,1236 kj(297 kcal),"0,1 g",55 g
1927,Leche de oveja - Gaza - 1 l,Gaza,Alimentos no procesados o mínimamente procesados,A,"Francia, España","u, n, k, n, o, w, n",Eco-Score D,230 kj(55 kcal),"1,1 g","4,7 g"
1928,Bebida de arroz + coco - Yosoy - 1 Liter,Yosoy,Alimentos ultraprocesados,B,"Francia, España","u, n, k, n, o, w, n",Eco-Score C,253 kj(60 kcal),"1,2 g","5,6 g"
1929,Agua Font natura - 1500ml,Font Natura,Alimentos no procesados o mínimamente procesados,A,España,"u, n, k, n, o, w, n",Eco-Score aún no aplicable,,,
1930,Aros de chocolate blanco - Carrefour - 50 g,"Carrefour, Carrefour classic",Alimentos ultraprocesados,E,"Francia, España","E322 - Lecitinas, E322i - Lecitina, E500 - Carbonatos de sodio, E500ii - Bicarbonato de sodio, E501 - Carbonatos de potasio, E501i - Carbonato de potasio, E503 - Carbonatos de amonio, E503ii - Bicarbonato de amonio",Eco-Score D,2138 kj(511 kcal),14 g,36 g
1931,Bebida de Avena - Auchan - 1 L,Auchan,Alimentos ultraprocesados,B,España,E418 - Goma gellan,Eco-Score C,192 kj(46 kcal),"0,1 g","6,3 g"
