,Product Name,Brands,NOVA 4,Nutri-Score,Countries,Additives,Eco-Score,Energía,Grasas saturadas,Azúcares
5749,Huevos M - avicola barco,avicola barco,Nivel de procesamiento de alimentos desconocido,UNKNOWN,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,628 kj(150 kcal),"3,1 g","0,5 g"
5750,Agua - Font Natura,Font Natura,Nivel de procesamiento de alimentos desconocido,UNKNOWN,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,0 kj(0 kcal),0 g,0 g
5751,Caffe Latte Proteina - Kaiku - 370 ml,"Kaiku, Kaiku Caffè Latte",Nivel de procesamiento de alimentos desconocido,E,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,233 kj(55 kcal),"0,6 g","3,2 g"
5752,Albóndigas en salsa - simply - 450g,Simply,Nivel de procesamiento de alimentos desconocido,UNKNOWN,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,611 kj(146 kcal),3 g,"1,1 g"
5753,"Skin foodies, crema facial nutritiva - Cien",Cien,Alimentos ultraprocesados,UNKNOWN,España,"E306 - Extracto rico en tocoferoles, E415 - Goma xantana, E422 - Glicerol, E524 - Hidróxido sódico",El Eco-Score no pudo ser calculado,,,
5754,Mermelada extra fresa con azúcar de caña - helios - 440 g,Helios,Nivel de procesamiento de alimentos desconocido,D,España,"u, n, k, n, o, w, n",Eco-Score B,824 kj(197 kcal),0 g,"46,7 g"
5755,22039644,"u, n, k, n, o, w, n",Nivel de procesamiento de alimentos desconocido,E,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,2405 kj(577 kcal),24 g,49 g
5756,Yogur frutas - milbona,Milbona,Nivel de procesamiento de alimentos desconocido,UNKNOWN,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,350 kj(83 kcal),"0,9 g",12 g
5757,Sésamo Ajonsolí,"u, n, k, n, o, w, n",Nivel de procesamiento de alimentos desconocido,D,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,2406 kj(575 kcal),"6,7 g","0,1 g"
5758,Pechuga de pavo - Pack Ahorro - 2 x 180 g,"u, n, k, n, o, w, n",Nivel de procesamiento de alimentos desconocido,UNKNOWN,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,393 kj(94 kcal),"0,5 g","0,8 g"
5759,1886 con Trozos naranja amarga y mandarina - hero,Hero,Nivel de procesamiento de alimentos desconocido,UNKNOWN,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,879 kj(210 kcal),0 g,50 g
5760,Bacalao ahumado en aceite de girasol - hacendado,Hacendado,Nivel de procesamiento de alimentos desconocido,D,España,"u, n, k, n, o, w, n",Eco-Score E,1059 kj(253 kcal),"3,1 g","0,5 g"
5761,Salsa Guacamole - Carrefour,Carrefour,Alimentos ultraprocesados,C,España,"E141 - Complejos cúpricos de clorofilas y clorofilinas, E14XX - Almidón modificado, E160c - Extracto de pimentón, E330 - Ácido cítrico, E412 - Goma guar, E415 - Goma xantana, E452 - Polifosfatos",Eco-Score C,413 kj(99 kcal),2 g,"2,5 g"
5762,Caldo de verduras - Carrefour Bio,Carrefour Bio,Nivel de procesamiento de alimentos desconocido,UNKNOWN,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,25 kj(6 kcal),"0,1 g","1,1 g"
5763,Frankfurt - Dia - 4 x 160 g,Dia,Nivel de procesamiento de alimentos desconocido,D,España,"u, n, k, n, o, w, n",Eco-Score E,828 kj(198 kcal),5 g,"1,3 g"
5764,Tomate orégano y albahaca - 300 g,"u, n, k, n, o, w, n",Nivel de procesamiento de alimentos desconocido,UNKNOWN,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,305 kj(73 kcal),"0,7 g","5,5 g"
5765,Café latte Capuchino - Milbona,Milbona,Alimentos ultraprocesados,E,España,E407 - Carragenatos,El Eco-Score no pudo ser calculado,234 kj(56 kcal),"0,8 g","8,5 g"
5766,Guisantes - Cidacos - 390 g,Cidacos,Nivel de procesamiento de alimentos desconocido,UNKNOWN,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,247 kj(59 kcal),0 g,"4,2 g"
5767,Picada vegetal - Carrefour,Carrefour,Alimentos ultraprocesados,D,España,E461 - Metilcelulosa,El Eco-Score no pudo ser calculado,787 kj(188 kcal),"6,7 g","0,5 g"
5768,Yogur Sabor Frutas Del Bosque 00% - Carrefour - 500 g,Carrefour,Alimentos ultraprocesados,A,España,"E120 - Cochinilla, E428 - Gelatina, E950 - Acesulfamo K, E955 - Sucralosa",Eco-Score B,155 kj(37 kcal),0 g,"4,9 g"
5769,Actimel - - 1pcs,"u, n, k, n, o, w, n",Nivel de procesamiento de alimentos desconocido,D,"Bélgica, Alemania, España","u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,105 kj(25 kcal),"0,1 g","3,1 g"
5770,Nestlé Nesquik NESCAFÉ Dolce Gusto - 256 g,"NESCAFÉ Dolce Gusto, Nesquik, Dolce Gusto",Alimentos ultraprocesados,UNKNOWN,España,"E322 - Lecitinas, E322i - Lecitina",Eco-Score E,,,
5771,Muslitos de surimi - Pescanova,Pescanova,Nivel de procesamiento de alimentos desconocido,UNKNOWN,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,665 kj(159 kcal),"0,4 g","2,5 g"
5772,Jamon cocido extra,"u, n, k, n, o, w, n",Alimentos ultraprocesados,C,España,"E250 - Nitrito sódico, E316 - Eritorbato sódico, E331 - Citratos de sodio, E407 - Carragenatos, E420 - Sorbitol",Eco-Score E,439 kj(105 kcal),"1,1 g","0,8 g"
5773,Nuggets - La Cocinera,La Cocinera,Nivel de procesamiento de alimentos desconocido,B,España,"u, n, k, n, o, w, n",Eco-Score E,1079 kj(258 kcal),"1,5 g","0,4 g"
5774,Granola Berries - croppers - 250 g,Croppers,Alimentos procesados,UNKNOWN,España,"u, n, k, n, o, w, n",Eco-Score D,1339 kj(320 kcal),2 g,-
5775,Hafer Drink Natur Bio Glutenfrei - Alnavit,Alnavit,Nivel de procesamiento de alimentos desconocido,B,España,"u, n, k, n, o, w, n",Eco-Score B,192 kj(46 kcal),"0,2 g","5,2 g"
5776,Zumo Alma Zumosfera - Dia,Dia,Nivel de procesamiento de alimentos desconocido,E,España,"u, n, k, n, o, w, n",Eco-Score C,167 kj(40 kcal),0 g,"9,7 g"
5777,Vegan Block -,"u, n, k, n, o, w, n",Nivel de procesamiento de alimentos desconocido,UNKNOWN,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,,,
5778,Bebida de trigo espelta - Vemondo - 1 litro,Vemondo,Alimentos ultraprocesados,B,España,"u, n, k, n, o, w, n",Eco-Score B,188 kj(45 kcal),"0,1 g",6 g
5779,Filipinos - Artiach,Artiach,Nivel de procesamiento de alimentos desconocido,E,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,2155 kj(515 kcal),14 g,33 g
5780,Crema Queso viejo tostado - Hacendado - 150 g,Hacendado,Alimentos ultraprocesados,D,"Portugal, España","E202 - Sorbato potásico, E339 - Fosfatos de sodio, E452 - Polifosfatos",Eco-Score C,1032 kj(249 kcal),15 g,"2,2 g"
5781,Pan molde - Hacendado,Hacendado,Nivel de procesamiento de alimentos desconocido,E,España,"u, n, k, n, o, w, n",Eco-Score B,1121 kj(268 kcal),20 g,"4,7 g"
5782,Pan burger sin gluten - Hacendado,Hacendado,Alimentos ultraprocesados,C,España,"E412 - Goma guar, E415 - Goma xantana, E422 - Glicerol, E464 - Hidroxipropilmetilcelulosa",Eco-Score B,1013 kj(242 kcal),"0,8 g","2,1 g"
5783,Huevos de gallinas camperas,"u, n, k, n, o, w, n",Nivel de procesamiento de alimentos desconocido,B,España,"u, n, k, n, o, w, n",Eco-Score D,628 kj(150 kcal),"3,1 g","0,5 g"
5784,Mortadela bologna,"u, n, k, n, o, w, n",Nivel de procesamiento de alimentos desconocido,E,España,"u, n, k, n, o, w, n",Eco-Score E,1192 kj(285 kcal),"9,5 g",0 g
5785,Choco flakes - Cuétara,Cuétara,Alimentos ultraprocesados,D,España,"E322 - Lecitinas, E322i - Lecitina",El Eco-Score no pudo ser calculado,1883 kj(450 kcal),4 g,26 g
5786,Palomitas con sal - Popitas - 3 x 90 g,Popitas,Nivel de procesamiento de alimentos desconocido,D,España,"u, n, k, n, o, w, n",Eco-Score B,1837 kj(439 kcal),7 g,"0,5 g"
5787,Crema de turron - Mercadona,Mercadona,Nivel de procesamiento de alimentos desconocido,UNKNOWN,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,858 kj(205 kcal),"5,1 g","20,3 g"
5788,Pelotazos - Cheetos,Cheetos,Nivel de procesamiento de alimentos desconocido,UNKNOWN,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,2176 kj(520 kcal),4 g,"6,5 g"
5789,Pimientos del piquillo - Hacendado,Hacendado,Nivel de procesamiento de alimentos desconocido,B,España,"u, n, k, n, o, w, n",Eco-Score B,184 kj(44 kcal),0 g,"8,5 g"
5790,"Galletas de cacahuete, avena y anacardo - Carrefour BIO",Carrefour BIO,Alimentos ultraprocesados,D,España,E322 - Lecitinas,Eco-Score B,2257 kj(541 kcal),"7,1 g",18 g
5791,Miel De Flores Antigoteo Origen España - Carrefour,Carrefour,Ingredientes culinarios procesados,UNKNOWN,España,"u, n, k, n, o, w, n",Eco-Score B,,,
5792,Pistachos Tostados Cascara Sal - Carrefour,Carrefour,Alimentos procesados,C,España,"u, n, k, n, o, w, n",Eco-Score D,2605 kj(628 kcal),"5,6 g","7,7 g"
5793,Sandwich de pollo al curry - Carrefour,"Carrefour, Bon appetit",Alimentos ultraprocesados,B,España,"E14XX - Almidón modificado, E160a - Alfa-caroteno, E160ai - Beta-caroteno, E200 - Ácido sórbico, E202 - Sorbato potásico, E282 - Propionato de calcio, E300 - Ácido ascórbico, E330 - Ácido cítrico",Eco-Score C,829 kj(197 kcal),"1,9 g",3 g
5794,Galletitas redondas saladas - 350 g,"u, n, k, n, o, w, n",Nivel de procesamiento de alimentos desconocido,UNKNOWN,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,2000 kj(478 kcal),3 g,6 g
5795,Quesitos sin lactosa - 125 g,"u, n, k, n, o, w, n",Nivel de procesamiento de alimentos desconocido,UNKNOWN,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,690 kj(165 kcal),8 g,"0,1 g"
5796,La lechera espuma de leche - Nestlé - 250 ml,Nestlé,Alimentos ultraprocesados,B,España,"E331 - Citratos de sodio, E407 - Carragenatos, E460 - Celulosas, E466 - Carboximetilcelulosa sódica, E471 - Mono- y diglicéridos de ácidos grasos, E472e - Ésteres monoacetiltartárico y diacetiltartárico de monoglicéridos y diglicéridos de ácidos grasos, E942 - Óxido nitroso",Eco-Score D,221 kj(53 kcal),"1,4 g","4,8 g"
5797,Snack Maniac -,"u, n, k, n, o, w, n",Alimentos procesados,E,España,E306 - Extracto rico en tocoferoles,El Eco-Score no pudo ser calculado,2333 kj(558 kcal),10 g,0 g
5798,Hummus clásico de garbanzos - Dia - 220g,Dia,Nivel de procesamiento de alimentos desconocido,C,España,"u, n, k, n, o, w, n",Eco-Score B,-5 %,-1 %,-36 %
5799,Nocilla original,Nocilla,Nivel de procesamiento de alimentos desconocido,UNKNOWN,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,2284 kj(546 kcal),"5,99 g",56 g
5800,Kefir vegetal - Pastoret - 500 grams,Pastoret,Nivel de procesamiento de alimentos desconocido,E,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,334 kj(81 kcal),"3,7 g","1,7 g"
5801,"Manzana, melón y sandía - Hacendado - 120g",Hacendado,Alimentos ultraprocesados,NOT-APPLICABLE,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,225 kj(53 kcal),"< 0,1 g",12 g
5802,Nachos sabor guacamole - Snack Day - 150 g,Snack Day,Alimentos ultraprocesados,D,España,"E296 - Ácido málico, E330 - Ácido cítrico, E508 - Cloruro de potasio, E621 - Glutamato monosódico",El Eco-Score no pudo ser calculado,2125 kj(508 kcal),"3,1 g","1,6 g"
5803,Mercadona,Mercadona,Nivel de procesamiento de alimentos desconocido,UNKNOWN,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,,,
5804,Copos de arroz y trigo integral - Alteza - 500g,Alteza,Alimentos ultraprocesados,A,España,"E306 - Extracto rico en tocoferoles, E471 - Mono- y diglicéridos de ácidos grasos",Eco-Score D,1588 kj(375 kcal),"0,5 g",17 g
5805,Bebida avena - Eroski - 1 Litro,Eroski,Alimentos no procesados o mínimamente procesados,B,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,218 kj(52 kcal),"0,1 g","6,6 g"
5806,Magdalenas de chocolate -,"u, n, k, n, o, w, n",Nivel de procesamiento de alimentos desconocido,E,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,1833 kj(438 kcal),12 g,27 g
5807,Leche sin lactosa - Hacendado,Hacendado,Nivel de procesamiento de alimentos desconocido,B,España,"u, n, k, n, o, w, n",Eco-Score D,138 kj(33 kcal),"0,1 g","4,8 g"
5808,Alpro grec style,Alpro,Alimentos ultraprocesados,C,España,"E14XX - Almidón modificado, E412 - Goma guar, E440 - Pectinas",El Eco-Score no pudo ser calculado,444 kj(106 kcal),"7,8 g","0,5 g"
5809,Chicle Hierbabuena Spearmint - Wrigley's,Wrigley's,Nivel de procesamiento de alimentos desconocido,UNKNOWN,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,660 kj(158 kcal),0 g,0 g
5810,PAN INTEGRAL 84% - 450 g,"u, n, k, n, o, w, n",Nivel de procesamiento de alimentos desconocido,A,España,"u, n, k, n, o, w, n",Eco-Score B,1004 kj(240 kcal),"0,4 g","2,7 g"
5811,Nivea Soft,Nivea,Nivel de procesamiento de alimentos desconocido,UNKNOWN,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,,,
5812,Muesli pecanas y nueces de Brasil - QUAKER - 500 g,"QUAKER, Muesli Croustillant",Alimentos ultraprocesados,A,"Bélgica, Francia, Nueva Caledonia, España, Suiza","E306 - Extracto rico en tocoferoles, E471 - Mono- y diglicéridos de ácidos grasos",Eco-Score B,1757 kj(420 kcal),"1,8 g",13 g
5813,Nature sans sucres - Sojasun - 1.2 kg (12 x 100 g),Sojasun,Alimentos ultraprocesados,A,"Francia, Italia, España, Suiza",E440 - Pectinas,Eco-Score B,176 kj(42 kcal),"0,4 g",0 g
5814,Knorr - 160 ml,Knorr,Alimentos ultraprocesados,C,"Francia, España","E150c - Caramelo amónico, E270 - Ácido láctico, E330 - Ácido cítrico, E621 - Glutamato monosódico",El Eco-Score no pudo ser calculado,180 kj(45 kcal),"0,1 g","2,5 g"
5815,"Lulu, la barquette chocolat - LU - 120 g",LU,Alimentos ultraprocesados,D,"Francia, Reunión, España","E322 - Lecitinas, E322i - Lecitina, E330 - Ácido cítrico, E450 - Difosfatos, E450i - Difosfato disódico, E471 - Mono- y diglicéridos de ácidos grasos, E500 - Carbonatos de sodio, E500ii - Bicarbonato de sodio",Eco-Score C,2025 kj(485 kcal),"2,7 g",48 g
5816,Crunchy fruit muesli - Crownfield - 600g,Crownfield,Alimentos ultraprocesados,D,"Bélgica, Francia, Alemania, Italia, Eslovenia, España","E300 - Ácido ascórbico, E322 - Lecitinas, E330 - Ácido cítrico",Eco-Score C,+1 %,+87 %,+31 %
5817,Tortellini ricotta et épinards - Giovanni Rana - 250 g,Giovanni Rana,Alimentos ultraprocesados,C,"Francia, España","u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,1092 kj(261 kcal),"2,6 g","4,9 g"
5818,pizza 4 saisons - Picard - 420 g,Picard,Alimentos ultraprocesados,B,"Bélgica, Francia, Alemania, España","E300 - Ácido ascórbico, E330 - Ácido cítrico",Eco-Score A,801 kj(191 kcal),2 g,2 g
5819,Pâte à tartiner aux noisettes - Alter Eco - 270 g,Alter Eco,Alimentos ultraprocesados,D,"Francia, España","E322 - Lecitinas, E322i - Lecitina",Eco-Score C,2264 kj(541 kcal),"6,9 g",51 g
5820,Rillettes de Thon - Petit Navire - 125 g,Petit Navire,Alimentos ultraprocesados,C,"Francia, Guadalupe, Reunión, España, Suiza","u, n, k, n, o, w, n",Eco-Score D,1159 kj(277 kcal),"2,6 g","0,4 g"
5821,"Candy'Up Goût Chocolat - Candia - 1,2 L (6*20 cl)",Candia,Alimentos procesados,B,"Bélgica, Francia, España","u, n, k, n, o, w, n",Eco-Score D,263 kj(62 kcal),"0,6 g","9,7 g"
5822,Pan integral 100% natural - Bimbo - 450g,Bimbo,Alimentos ultraprocesados,A,"Andorra, Francia, México, España","u, n, k, n, o, w, n",Eco-Score B,1059 kj(253 kcal),"0,3 g","6,5 g"
5823,Skyr Light free - Danone - 145 g,Danone,Alimentos ultraprocesados,A,"Francia, España","E14XX - Almidón modificado, E407 - Carragenatos, E412 - Goma guar",Eco-Score C,289 kj(69 kcal),"0,1 g","7,7 g"
5824,Atun claro en aceite de oliva - Hacendado - 6 latas de 80 gramos,Hacendado,Alimentos procesados,C,España,"u, n, k, n, o, w, n",Eco-Score D,1018 kj(245 kcal),"2,9 g","0,5 g"
5825,Kéfir natural sabor suave - Hacendado - 500 g,Hacendado,Alimentos procesados,B,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,308 kj(74 kcal),"2,9 g","2,3 g"
5826,"Diet Nature, chip choco sin azúcares - Gullón - 125 g",Gullón,Alimentos ultraprocesados,C,"Costa de Marfil, Francia, Marruecos, Portugal, España, Túnez","E322 - Lecitinas, E322i - Lecitina, E500 - Carbonatos de sodio, E500ii - Bicarbonato de sodio, E503 - Carbonatos de amonio, E503ii - Bicarbonato de amonio, E953 - Isomalt, E965 - Maltitol",Eco-Score C,1911 kj(458 kcal),6 g,"< 0,5 g"
5827,Nutella - Ferrero - 975 g,Ferrero,Alimentos ultraprocesados,E,"Argelia, Bélgica, Canadá, Francia, Alemania, Italia, Marruecos, España, Suiza",E322 - Lecitinas,Eco-Score D,2252 kj(539 kcal),"10,6 g","56,3 g"
5828,Pesto allá genovese - Baresa - 190 g,Baresa,Alimentos ultraprocesados,D,"Bélgica, Francia, Italia, Noruega, Polonia, España",E270 - Ácido láctico,Eco-Score C,1500 kj(364 kcal),"4,3 g","2,5 g"
5829,Queso fresco Burgos desnatado 0% m.g de vaca - HACENDADO - 375g (6*62.5g),HACENDADO,Alimentos ultraprocesados,A,España,"u, n, k, n, o, w, n",Eco-Score C,292 kj(68 kcal),"0,1 g","4,4 g"
5830,Tostada crujiente CENTENO & SÉSAMO - Carrefour - 250 g,Carrefour,Alimentos procesados,A,"Francia, España","u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,1631 kj(388 kcal),"1,4 g","3,1 g"
5831,Postre lácteo +proteínas natural 0% m.g 10 g proteínas - Hacendado - 500 g,Hacendado,Alimentos procesados,A,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,218 kj(52 kcal),"0,1 g","3,1 g"
5832,Crema de cacahuete 100% - Hacendado - 475 g,Hacendado,Alimentos no procesados o mínimamente procesados,A,"Portugal, España","u, n, k, n, o, w, n",Eco-Score D,2558 kj(618 kcal),"6,8 g","3,6 g"
5833,Mix frutos secos pasas y arándanos - Alesto - 40g,Alesto,Nivel de procesamiento de alimentos desconocido,D,"Austria, Francia, Alemania, España","u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,2063 kj(495 kcal),"3,3 g","38,7 g"
5834,Weetos - Weetabix - 500g,Weetabix,Alimentos ultraprocesados,A,"Francia, España, Reino Unido","u, n, k, n, o, w, n",Eco-Score D,1583 kj(374 kcal),"0,7 g",19 g
5835,2 portions de saumon rose - sans marque - 250 g,sans marque,Alimentos no procesados o mínimamente procesados,A,"Francia, España, Suiza","u, n, k, n, o, w, n",Eco-Score E,397 kj(95 kcal),"0,39 g","0,1 g"
5836,Chocolate excellence 70% cacao - Lindt - 100g,Lindt,Alimentos procesados,E,"Australia, Bélgica, Canadá, República Checa, Dinamarca, Estonia, Francia, Alemania, Hungría, Italia, Líbano, Marruecos, Países Bajos, Portugal, Serbia, España, Suiza, Reino Unido","u, n, k, n, o, w, n",Eco-Score E,2350 kj(566 kcal),24 g,30 g
5837,Panettone Classico - Favorina - 1 KG,"Favorina, Lidl",Alimentos ultraprocesados,D,"Francia, España",E471 - Mono- y diglicéridos de ácidos grasos,Eco-Score C,1508 kj(359 kcal),"7,5 g","30,4 g"
5838,Galleta con mantequilla Tableta chocolate negro - Carrefour Bio - 150 g,"Carrefour Bio, Carrefour",Alimentos procesados,E,"Bélgica, Francia, Polinesia Francesa, Guadalupe, Italia, Polonia, Rumania, España","E336 - Tartratos de potasio, E392 - Extractos de romero, E500 - Carbonatos de sodio, E503 - Carbonatos de amonio",Eco-Score C,2063 kj(504 kcal),16 g,34 g
5839,Dolce Pizza - Regina - Sodebo - 400 g,Sodebo,Alimentos ultraprocesados,B,"Francia, Alemania, España","E250 - Nitrito sódico, E316 - Eritorbato sódico, E407 - Carragenatos, E451 - Tripolifosfatos, E579 - Gluconato ferroso",Eco-Score C,780 kj(185 kcal),"2,7 g","2,1 g"
5840,Activia saveur coco - Danone - 500 g (4 * 125 g),"Danone, Activia",Alimentos ultraprocesados,B,"Bélgica, Francia, España","u, n, k, n, o, w, n",Eco-Score B,386 kj(92 kcal),2 g,"12,7 g"
5841,Pan 82% integral de centeno cortado - Hacendado - 500g,Hacendado,Alimentos ultraprocesados,A,España,"u, n, k, n, o, w, n",Eco-Score B,845 kj(202 kcal),"0,3 g","3,5 g"
5842,Confitura de fresa 0% azúcares añadidos - Hacendado - 380 g,Hacendado,Alimentos ultraprocesados,B,España,"E202 - Sorbato potásico, E327 - Lactato de calcio, E330 - Ácido cítrico, E420 - Sorbitol, E420ii - Jarabe de sorbitol, E440 - Pectinas, E955 - Sucralosa, E960 - Glucósidos de esteviol",Eco-Score B,160 kj(38 kcal),0 g,"4,7 g"
5843,L'emmental frais Extra fin - Natual - 350 g,Natual,Alimentos procesados,D,"Bélgica, Francia, España","u, n, k, n, o, w, n",Eco-Score C,1598 kj(382 kcal),20 g,"0,5 g"
5844,Galletas Espelta y Sésamo - Carrefour - 170 g,"Carrefour, Carrefour Bio",Alimentos ultraprocesados,D,"Bélgica, Francia, Italia, Marruecos, España","E322 - Lecitinas, E322i - Lecitina, E500 - Carbonatos de sodio, E503 - Carbonatos de amonio",Eco-Score B,2051 kj(489 kcal),"4,3 g",22 g
5845,Salade & Compagnie - Roma - Sodebo - 320 g,Sodebo,Alimentos ultraprocesados,B,"Francia, España","E150d - Caramelo de sulfito amónico, E250 - Nitrito sódico, E301 - Ascorbato sódico, E322 - Lecitinas, E322i - Lecitina, E450 - Difosfatos, E500 - Carbonatos de sodio",El Eco-Score no pudo ser calculado,856 kj(213 kcal),2 g,"5,2 g"
5846,Diet nature galletas de desayuno con cereales - gullón - 216 g,gullón,Alimentos ultraprocesados,A,"Rumania, España, Túnez, en:Francia",E965 - Maltitol,Eco-Score B,1715 kj(410 kcal),"1,3 g","1,4 g"
5847,Kellogg Granola frutos secos - Kellogg's - 300 g,Kellogg's,Alimentos ultraprocesados,A,"Francia, Italia, Portugal, España","u, n, k, n, o, w, n",Eco-Score B,1879 kj(449 kcal),"1,9 g",12 g
5848,Muesli 50% frutas y frutos secos - Hacendado - 500 g,Hacendado,Alimentos procesados,C,España,E330 - Ácido cítrico,Eco-Score B,1536 kj(367 kcal),"5,1 g",26 g
5849,Pan de molde 100% integral 0% azúcares añadidos - Hacendado - 460g,Hacendado,Alimentos ultraprocesados,A,España,"E200 - Ácido sórbico, E282 - Propionato de calcio, E300 - Ácido ascórbico, E412 - Goma guar, E471 - Mono- y diglicéridos de ácidos grasos, E481 - Estearoil-2-lactilato de sodio",Eco-Score B,950 kj(227 kcal),"0,4 g",2 g
5850,Choco Flakes - Cuétara - 550 g (2 * 275 g),Cuétara,Alimentos ultraprocesados,D,"Francia, España","E150d - Caramelo de sulfito amónico, E322 - Lecitinas, E322i - Lecitina, E500 - Carbonatos de sodio, E500i - Carbonato sódico",Eco-Score E,1866 kj(446 kcal),"3,8 g",27 g
5851,Muesli crunchy con chocolate negro - Carrefour - 500 g,Carrefour,Alimentos ultraprocesados,D,"Francia, Guadalupe, Italia, Marruecos, Polonia, España","E322 - Lecitinas, E322i - Lecitina, E471 - Mono- y diglicéridos de ácidos grasos",Eco-Score C,1902 kj(453 kcal),"7,5 g",19 g
5852,Jamón cocido extra finas lonchas - Hacendado - 225g,"Hacendado, Casa Tarradellas",Alimentos ultraprocesados,C,España,"E250 - Nitrito sódico, E301 - Ascorbato sódico, E407 - Carragenatos, E451 - Tripolifosfatos, E451i - Trifosfato de pentasodio, E621 - Glutamato monosódico",Eco-Score C,423 kj(101 kcal),"0,9 g","0,9 g"
5853,Nata ligera para cocinar - Hacendado - 600 ml,Hacendado,Alimentos ultraprocesados,D,España,"E415 - Goma xantana, E451 - Tripolifosfatos, E460 - Celulosas, E466 - Carboximetilcelulosa sódica, E471 - Mono- y diglicéridos de ácidos grasos",Eco-Score B,674 kj(161 kcal),10 g,3 g
5854,Leche desatada + Proteinas - Hacendado - 1 L,Hacendado,Alimentos procesados,A,España,E339ii - Fosfato disódico,Eco-Score C,184 kj(44 kcal),"0,1 g","4,6 g"
5855,TORTILLA CHIPS Natural - Carrefour - 200 g,Carrefour,Alimentos procesados,B,"Bélgica, Francia, Italia, Marruecos, Polonia, Rumania, España","u, n, k, n, o, w, n",Eco-Score B,1979 kj(472 kcal),2 g,"0,8 g"
5856,Tofu ail des ours - Taifun - 160 g (2 x 80 g),Taifun,Alimentos procesados,D,"Francia, Alemania, Países Bajos, España, Suiza","u, n, k, n, o, w, n",Eco-Score B,1049 kj(253 kcal),"2,6 g","0,9 g"
5857,Diet nature sandwich de chocolate sin azúcares - Gullón - 250 g,Gullón,Alimentos ultraprocesados,C,"Costa de Marfil, Francia, Hungría, Marruecos, Portugal, España","E322 - Lecitinas, E322i - Lecitina, E965 - Maltitol",Eco-Score D,1763 kj(422 kcal),6 g,5 g
5858,Eko ecológico natural - nestle - 150 g,Nestle,Alimentos no procesados o mínimamente procesados,B,"Francia, España","u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,23 kj(5 kcal),0 g,"0,04 g"
5859,Gazpacho - Alvalle - 1 L,Alvalle,Alimentos procesados,A,"Bélgica, Francia, Luxemburgo, España, Suiza","u, n, k, n, o, w, n",Eco-Score C,187 kj(45 kcal),"0,4 g","3,1 g"
5860,Bio crackers de centeno integral - Wasa - 180 g,Wasa,Alimentos procesados,A,"Francia, España","u, n, k, n, o, w, n",Eco-Score A,1385 kj(329 kcal),"0,5 g","1,5 g"
5861,Special K classic - Kellogg's - 500 g,Kellogg's,Alimentos ultraprocesados,C,"Francia, España","u, n, k, n, o, w, n",Eco-Score D,1588 kj(375 kcal),"0,3 g",15 g
5862,Leche Semidesnatada - Central Lechera Asturiana - 1 l,Central Lechera Asturiana,Alimentos no procesados o mínimamente procesados,B,"Andorra, España","u, n, k, n, o, w, n",Eco-Score B,190 kj(45 kcal),1 g,"4,65 g"
5863,Hummus de aguacate - Hacendado - 200 g,Hacendado,Alimentos ultraprocesados,A,España,"E202 - Sorbato potásico, E270 - Ácido láctico, E300 - Ácido ascórbico, E330 - Ácido cítrico",Eco-Score B,1067 kj(255 kcal),"4,9 g","2,97 g"
5864,Original Fitness - Nestlé - 30 g,Nestlé,Alimentos ultraprocesados,A,"Francia, España",E306 - Extracto rico en tocoferoles,Eco-Score D,1540 kj(368 kcal),"0,6 g","10,8 g"
